"Table 4 - Full list of first forenames given, Scotland, 2010",,,,
,,,,
Boys names,Number of babies,,Girls names,Number of babies
Leeroy,1,,Joanne,3
Leevi-Alexander,1,,Jocee-Lea,1
Leighton,13,,Jocelyn,3
Leighton-James,1,,Jodi,3
Leighton-Kyle,1,,Jodie,32
Leighton-Quade,1,,Jody,4
Leiland,1,,Joia,1
Leim,1,,Jolanta,1
Leith,2,,Jolene-Rebecca,1
Leland,6,,Jolie,2
Lemuel,2,,Joni,2
Lennon,52,,Jordana,1
Lennox,14,,Jordanna,1
Lenny,2,,Jordyn,1
Lenon,1,,Jorgea,1
Leo,125,,Jorgie,3
Leo-James,1,,Jorja,10
Leocartel,1,,Jorjay,1
Leon,117,,Josephine,7
Leon-Rhys,1,,Josie,9
Leonard,1,,Joslyn,1
Leonardo,5,,Joss,1
Leonel,1,,Joud,1
Leonid,1,,Jovia,1
Leopold,1,,Joy,10
Leri,1,,Jude,6
Les,1,,Judith,1
Leslie,1,,Judy,2
Letian,1,,Judyta,1
Leven,1,,Jue,1
Levi,26,,Julia,67
Lewis,525,,Juliana,2
Lewis-Fraser,1,,Julie,1
Lewy,1,,Juliet,8
Lewys,1,,Julieta,1
Leyland,1,,Juliette,3
Leyton,12,,Julija,1
Leyun,1,,Julita,2
Lhoghan,1,,Julja,1
Li,3,,Jumana,1
Liam,345,,Jun,1
Liamthomas,1,,Junhee,1
Liibaan,1,,Juno,3
Lincoln,4,,Jura,1
Lincon,1,,Jusleen,1
Lindyn,1,,Justine,1
Linkin,1,,Ka,1
Lionel,2,,Kaavya,1
Livi,1,,Kacee,4
Liviu,1,,Kacey,29
Lj,1,,Kacey-Leigh,5
Ljay,1,,Kaci,15
Lleyton,4,,Kaci-Lynn,1
Lloyd,26,,Kaci-Rose,1
Llyal,1,,Kacia,1
Lochain,1,,Kacie,14
Lochlainn,1,,Kacie-Leigh,1
Lochlan,16,,Kacy,3
Lochlann,5,,Kacy-Jane,1
Lochlyn,1,,Kadi,3
Logan,421,,Kadie,8
Logan-Lee,1,,Kadie-Leigh,1
Logen,1,,Kadie-Louise,1
Loghain,1,,Kadielyn,1
Loghan,3,,Kady,3
Loic,2,,Kae,1
Lok,1,,Kaede,1
Loken,1,,Kaela,1
Loklun,1,,Kaelah,1
Lomond,3,,Kaelan,1
Lorcan,2,,Kaelyn,2
Lorenz,1,,Kahlan,7
Lotfi,1,,Kahli,1
Louden,1,,Kaia,6
Loudon,1,,Kaiann,1
Lough,1,,Kaicee,2
Louie,34,,Kaidi,1
Louis,53,,Kaidie,1
Lovejoy,1,,Kaidy,1
Luc,3,,Kaidy-Lee,1
Luca,64,,Kaidy-Leigh,1
Lucais,1,,Kaidylee,1
Lucan,2,,Kaiesha,1
Lucas,282,,Kaila,4
Lucas-Jack,1,,Kailah,2
Lucas-James,1,,Kailee,1
Lucca,6,,Kailey,3
Lucian,1,,Kailli,1
Lucjan,1,,Kailyn,4
Ludovic,2,,Kaimerry,1
Ludwik,1,,Kaira,1
Lugano,1,,Kairi,2
Luigi,1,,Kaisey-Lee,1
Luis,6,,Kaisey-Leigh,1
Luka,4,,Kaitlin,19
Lukas,12,,Kaitlyn,44
Lukasz,2,,Kaitlyn-Ann,1
Luke,173,,Kaitlynn,6
Lukis,1,,Kaiya,3
Luwen,1,,Kaiyla,3
Lyall,8,,Kajsa,1
Lyam,1,,Kalestra,1
Lydon,1,,Kaley,2
Lyle,33,,Kali,10
Lyll,1,,Kalia,5
Lynden,2,,Kalina,2
Lynk,1,,Kalise,1
Lyotard,1,,Kallie,4
Maaz,1,,Kalsoom,1
Maazin,1,,Kamalpreet,1
Mac,13,,Kamia,1
Macaulay,2,,Kamila,2
Macauley,3,,Kamilah,1
Macaully,1,,Kamile,1
Machlan,1,,Kamla,1
Maciej,5,,Kamryn,1
Macire,1,,Kaniha,1
Mack,3,,Kanwara,1
Mackay,1,,Kara,51
Mackenzie,29,,Kara-Yvonne,1
Mackenzy,1,,Karah,3
Mackie,2,,Karam,1
Maclaren,1,,Kareena,1
Macleod,1,,Karen,2
Madden,2,,Kari,2
Maddoch,1,,Kariann,1
Maddox,1,,Karimah,1
Madhava,1,,Karina,8
Mads,1,,Karis,14
Mael,1,,Karis-Andi,1
Magnus,19,,Kariss,1
Mahbir,1,,Karla,3
Mahckie,1,,Karleigh,1
Mahdi,3,,Karley,5
Mahmoud,2,,Karli,1
Mahmud,1,,Karlianne,1
Maikls,1,,Karlie,2
Maison,7,,Karlie-Leigh,1
Majd,1,,Karly,13
Makenzie,1,,Karmen,2
Makoto,1,,Karmin,1
Maksim,3,,Karolina,6
Maksym,2,,Karra,1
Maksymilian,4,,Karrah,1
Malacay,1,,Karren,1
Malachi,4,,Karris,2
Malachie,1,,Karsyn,1
Malachy,4,,Karys,5
Malakai,1,,Kas,1
Malaykai,1,,Kasey,11
Malcolm,6,,Kasey-Lee,1
Maleek,1,,Kasey-Leigh,3
Malik,1,,Kaseylee,1
Maliki-Levi,1,,Kasha,1
Malin,1,,Kashish,1
Mandeep,1,,Kashmera,1
Mani,2,,Kasi,1
Manis,1,,Kasie,2
Manjot,1,,Kasie-Jane,1
Manni,1,,Kasie-Leigh,1
Manpreet,1,,Kasiee,1
Manraj,1,,Kasiey,1
Mansoor,1,,Kassidy,3
Manuel,1,,Kassie,1
Manus,1,,Kataliena,1
Manveer,1,,Katarina,1
Marc,35,,Katarzyna,3
Marc-Aurele,1,,Katayun,1
Marc-Joseph,1,,Kate,38
Marc-Matthew,1,,Katee,1
Marcel,16,,Katelin,2
Marcellus,1,,Katelyn,15
Marco,16,,Katelyne,1
Marcus,50,,Katelynn,5
Mario,2,,Katerina,2
Maris,1,,Katey,2
Mariusz,1,,Katharina,1
Mark,64,,Katharine,1
Mark-Lee,1,,Katherine,25
Markas,1,,Kathleen,8
Marko,1,,Kathrine,1
Markus,4,,Kathrize,1
Marley,13,,Kathryn,15
Marsels,1,,Katie,266
Marshall,9,,Katie-Ann,1
Marshall-Cameron,1,,Katie-Anne,1
Martain,1,,Katie-Ellen,1
Marthinus,1,,Katie-Jay,1
Martin,27,,Katie-Jo,2
Marton,1,,Katie-Lea,1
Martyn,1,,Katie-Lee,2
Martynas,1,,Katie-Louise,2
Marwan,2,,Katie-Maree,1
Marzio,1,,Katieann,1
Mason,131,,Katieleigh,2
Mason-James,1,,Katiya,1
Massimo,2,,Katlyn,4
Matas,1,,Katlynn,1
Mate,2,,Katrina,4
Matej,1,,Katriona,1
Mateo,2,,Katy,27
Mateusz,20,,Katyann,1
Mathew,9,,Katyln,1
Mathias,2,,Katyn,1
Matt,2,,Kawther,1
Matteo,8,,Kay-Cee,1
Matthew,286,,Kaya,5
Mattia,1,,Kayah,2
Mattias,1,,Kayce-Leigh,1
Matus,1,,Kaycee,8
Maurley,1,,Kaycey,2
Max,192,,Kayci,3
Maxi,2,,Kaydae,1
Maxim,2,,Kaydahn,1
Maxime,2,,Kaydee,3
Maximilian,3,,Kayden,5
Maximillian,4,,Kaydence,1
Maximus,3,,Kaydey,1
Maxwell,21,,Kaydi,2
Maxx,2,,Kaydia,1
Maxym,1,,Kaydie,2
Maxymilian,1,,Kaydin,1
Mayson,1,,Kaydis,1
Maziko,1,,Kaye,1
Mazin,1,,Kayla,181
Mcalister,1,,Kayla-Ann,1
Mckenzi,1,,Kayla-Jade,1
Mckenzie,19,,Kayla-Jai,1
Mckenzii,1,,Kayla-Marie,3
Mckinley,2,,Kayla-May,1
Mertcan,1,,Kayla-Rae,1
Meschac,1,,Kaylae,1
Micah,10,,Kaylagh,1
Michael,163,,Kaylah,8
Michael-Stephen,1,,Kaylamarie,1
Michal,13,,Kaylan,2
Micheal,1,,Kaylay,1
Mickie,1,,Kaylee,8
Mieszko,2,,Kayleigh,48
Miguel,2,,Kayleigh-Ann,1
Mihir,1,,Kayley,6
Mikaeel,2,,Kaylie,2
Mikail,3,,Kaylin,5
Mike,1,,Kaylynn,1
Mikee,1,,Kaynie,1
Mikey,17,,Kaysea,1
Mikey-Lee,1,,Kaysey,1
Mikie,1,,Kaysha,1
Mikolaj,8,,Kaysi,1
Miks,1,,Kaytee,1
Milan,3,,Ke,1
Milanas,1,,Keala,1
Miles,9,,Keanna,1
Milind,1,,Keasha,1
Millan,1,,Keavy,1
Millar,2,,Kedans,1
Millen,1,,Keela,1
Miller,14,,Keeley,9
Milo,12,,Keely,3
Milosz,4,,Keelyn,1
Ming,1,,Keera,2
Mirza,1,,Keerthana,1
Miska,1,,Keeva,15
Mitchell,30,,Keevagh,1
Mo,1,,Keevah,1
Moad,1,,Kehry's,1
Moanes,1,,Keiara,2
Moazzam,1,,Keiarra,1
Modechai,1,,Keighla,1
Modestas,1,,Keilidh,1
Mohab,1,,Keira,101
Mohamed,8,,Keira-Leigh,2
Mohammad,36,,Keisha,4
Mohammad-Deen,1,,Keita,1
Mohammed,64,,Keiva,2
Mohanad,2,,Keivah,1
Mohsin,1,,Keivha,1
Monique,1,,Keli-Anne,1
Monroe,1,,Kelise,1
Montgomery,3,,Kelli,1
Monty,1,,Kellie,1
Moray,1,,Kellis,1
Morgan,19,,Kelly,8
Morgan-Lee,1,,Kelly-Marie,1
Moritz,1,,Kelsa,1
Morris,1,,Kelsee,1
Morrison,1,,Kelsey,45
Morten,1,,Kelsey-Leigh,1
Mortimer,1,,Kelsey-Louise,1
Morven,1,,Kelseyalana,1
Moryn,1,,Kelseyleigh,1
Mosab,1,,Kelsi,5
Moses,3,,Kelsie,19
Mosimiloluwa,1,,Kelsy,2
Moss,1,,Kenadie,1
Motasim,1,,Kendal,2
Mourade,1,,Kendal-Leigh,1
Mousa,1,,Kendall,1
Mritunjay,1,,Kendra,2
Mrwan,1,,Kendyl,1
Mu'ath,1,,Kendyll,1
Muaad,1,,Kenley,1
Muaaz,1,,Kenna,1
Mueed,1,,Kennedi,1
Muhammad,86,,Kennedie,1
Muhammad-Ibrahim,1,,Kennedy,8
Muhammad-Ishaq,1,,Kenzi,4
Muhammad-Muaz,1,,Kenzie,10
Muhammed,12,,Kenzie-Lee,1
Muhammed-Zakariya,1,,Kenzie-May,1
Muhammedarhum,1,,Kenzy,1
Muhib,1,,Keona,1
Muir,5,,Kerah,1
Mujahid,1,,Kered,1
Mujtaba,1,,Keren,2
Mukhtar,1,,Kerensa,1
Mullen,1,,Keri,1
Muneer,1,,Keris,5
Mungo,1,,Kerra-Leigh,1
Munro,4,,Kerri,2
Muntazir,1,,Kerris,4
Murdo,7,,Kerry,11
Murdoch,2,,Kerry-Louise,1
Murphy,1,,Kerryann,1
Murray,111,,Kerryn,2
Murtadha,1,,Keryn,1
Murtaza,2,,Kerys,2
Musa,6,,Keryss-Lee,1
Mustafa,1,,Kesha,1
Mustapha,1,,Ketsia,1
Muzamil,1,,Kevah,1
Myles,10,,Keyah,1
Mylez,1,,Keyanna,1
Mylo,7,,Keyva,1
Nade,1,,Kezia,3
Nadir,1,,Keziah,1
Naeem,1,,Khadeeja,1
Naif,1,,Khadija,3
Naill,1,,Khadijah,3
Nairn,11,,Khaila,1
Najjibu,1,,Khalie,1
Nakeal,1,,Kharis,2
Natan,6,,Khaya,1
Nataniel,4,,Khayrah,1
Nate,2,,Kheris,1
Nathan,260,,Kheya,1
Nathan-James,1,,Khira,1
Nathaniel,20,,Khloe,20
Naythan,1,,Khoray,1
Neal,1,,Khushi,1
Nebi,1,,Khyra,2
Neelesh,1,,Khysta,1
Neeraj,1,,Kia,2
Neeson,1,,Kia-Rose,1
Neiko,1,,Kiaci,1
Neil,15,,Kiah,1
Neithan,1,,Kialah,1
Nelson,2,,Kiana,5
Nelwyn,1,,Kianna,4
Neo,1,,Kiannaleigh,1
Nevan,1,,Kiara,15
Ngai,1,,Kiarra,2
Niall,20,,Kiarrah,1
Nicco,1,,Kieara,1
Nicholas,27,,Kieeva,1
Nick,1,,Kienna,1
Nicky,1,,Kiera,29
Nico,17,,Kiera-Lee,1
Nicol,4,,Kieralee,1
Nicolas,11,,Kierit,1
Nika,1,,Kierra,1
Nikhil,1,,Kiersten,1
Nikita,3,,Kieva,1
Niko,4,,Kihanna,1
Nikodem,7,,Kiki,1
Nikolaos,1,,Kim,2
Nikolas,5,,Kimberley,12
Niks,1,,Kimberly,7
Nile,1,,Kimrie,1
Nils,1,,Kinga,1
Nino,1,,Kinley,1
Nischal,1,,Kinvara,1
Nishan,1,,Kinza,2
Niven,1,,Kira,14
Noaah,1,,Kiran,3
Noah,159,,Kiraz,1
Noe,1,,Kirbie,1
Noel,3,,Kirie,1
Norman,3,,Kirin,2
Nsikakinamabasi,1,,Kirrin,1
Nuha,1,,Kirsten,27
Nyall,1,,Kirstie,6
Nyran,1,,Kirstin,3
Oakley,1,,Kirsty,36
Obie,1,,Kitty,7
Oche,1,,Kiya,1
Ochriel,1,,Kiyana,1
Odafeoghene,1,,Klara,2
Odhran,2,,Klaudia,3
Odin,2,,Klementyna,1
Ofodire,1,,Kleo,1
Ohian,1,,Kloe,1
Ohli,1,,Kodie,5
Oisin,4,,Komal,1
Oistin,1,,Koni,1
Oisìn,1,,Kori,2
Ojas,1,,Kornelia,4
Olaf,6,,Korri,1
Olamilekan,1,,Kourtney,5
Olatomiwa,1,,Kourtnie,1
Olegs,1,,Kripa,1
Olgierd,1,,Krishnalyn,1
Oli,1,,Krisleen,1
Olie,1,,Krista,2
Oliver,350,,Kristal,1
Olivet,1,,Kristen,3
Olivier,9,,Kristianna,1
Oliwer,1,,Kristie,1
Oliwier,9,,Kristin,5
Olley,1,,Kristina,4
Olli,4,,Kristine,1
Ollie,80,,Kristy,2
Olly,48,,Krithika,1
Olufolayemi,1,,Krystal,3
Oluwafifunmi,1,,Krysti,1
Oluwamayomikun,1,,Krystyna,1
Oluwasemilore,1,,Ksenia,1
Oluwaseun,1,,Kulsoom,1
Oluwatamilore,1,,Kya,1
Oluwatimilehin,1,,Kyah,1
Oluwatobiloba,1,,Kye,1
Oluwatosato,1,,Kyla,25
Oluwatoyosi,1,,Kylah,3
Om,1,,Kylie,1
Omar,8,,Kymberley,1
Omer,1,,Kymberly,1
Omkar,1,,Kyomi,1
On,1,,Kyra,14
Ondrej,1,,Kyran,1
Onic,1,,Laaibah,2
Oran,6,,Labbayka,1
Orandy,1,,Labiba,1
Oreoluwa,1,,Lacee-K,1
Orfukondu,1,,Lacey,108
Orhan,2,,Lacey-Anne,1
Orin,1,,Lacey-Jayne,1
Orlando,1,,Lacey-May,1
Orran,2,,Laceymay,1
Orrie,1,,Laci,9
Orrin,2,,Laci-May,1
Orson,1,,Laciann,1
Osama,1,,Lacie,7
Osca,1,,Lacie-J,1
Oscar,115,,Lacie-Mai,1
Oseze,1,,Lacie-Mia,1
Osgar,1,,Lacy,3
Oskar,23,,Lael,1
Osmond,1,,Lahna,1
Ossian,2,,Laiba,5
Ostin,1,,Laibah,1
Othello,1,,Laicey,1
Otis,4,,Laicie-Louise,1
Otto,1,,Laigha,1
Owain,1,,Laila,35
Owen,130,,Lailah,2
Owen-Clay,1,,Lainey,1
Owen-James,1,,Lainie,2
Ozan,1,,Laisha,1
Ozzi,1,,Lakhveer,1
Paa,1,,Lamira,1
Paarmik,1,,Lana,26
Pablo,1,,Lana-Marie,1
Paddy,2,,Lana-Rose,1
Padraig,2,,Lanah,1
Pahulveer,1,,Langelihle,1
Panashe,1,,Lanna,1
Paolo,1,,Lanya,1
Param,1,,Laoise,1
Parker,1,,Lara,47
Parth,1,,Laraib,1
Pasha,1,,Larissa,6
Paton,2,,Laryn,1
Patrick,54,,Latifa,1
Patrik,2,,Laura,27
Patryk,10,,Laura-Marie,1
Pattin,1,,Lauren,142
Paul,43,,Lauren-Louise,1
Paul-Junior,1,,Laurie,6
Paul-Michael,1,,Laurina,1
Paulius,1,,Laurissa,1
Pavan,1,,Lauryn,5
Pavel,1,,Lavin,1
Pawel,5,,Lawrey,1
Peadar,1,,Laya,1
Pearse,2,,Layaan,1
Percy,1,,Layal,1
Peter,51,,Laycie,1
Petr,1,,Layla,113
Peytros,1,,Layla-Jean,1
Phil,1,,Layla-Mae,1
Philip,5,,Laylah,2
Philippe,1,,Laylia,1
Phillip,3,,Layora,1
Phoenix,8,,Layton,1
Pierce,3,,Le-Ah,1
Pieters,1,,Lea,5
Piotr,9,,Leah,191
Pj,1,,Leanna,1
Plamen,1,,Leanne,3
Prabhjeet,1,,Leeah,1
Prannav,1,,Leela,2
Premo,1,,Leen,1
Presley,2,,Leena,1
Preston,5,,Leeonie,1
Prince,1,,Leesah,1
Prosper,1,,Leia,9
Przemyslaw,1,,Leigh,5
Punnoose,1,,Leigh-Anne,1
Qays,1,,Leigha,10
Quentin,3,,Leigharra,1
Quin,1,,Leila,26
Quincy,1,,Leila-Jane,1
Quinn,13,,Leilah,2
Quinnlan,1,,Leilani,1
Quinton,1,,Leisha,1
Raahil,1,,Leith,1
Raahim,1,,Leizl,1
Rachata,1,,Leja,1
Radek,1,,Lejla,1
Radko,1,,Lekha,1
Radleigh,1,,Lela,4
Radovan,1,,Lena,31
Radwan,1,,Leni,1
Rae,1,,Lennja,1
Raees,1,,Lente,1
Raegan,2,,Leona,9
Rafael,2,,Leoni,1
Rafal,1,,Leonie,7
Raffat,1,,Leonie-Leigh,1
Rafferty,1,,Leora-Jayn,1
Rahab,1,,Lesley,1
Rahib,1,,Leslie,1
Rahman,1,,Leticia,1
Rai,1,,Levi,2
Raiden,2,,Lexi,119
Raif,1,,Lexi-Cal,1
Raih,1,,Lexi-Marie,1
Raihan,1,,Lexie,71
Raja,2,,Lexie-Mia,1
Rajj,1,,Lexii,1
Rajvir,1,,Lexin,1
Ralfs,1,,Lexine,1
Ralph,5,,Lexiy,1
Rami,2,,Lexxi,4
Ramin,2,,Lexxie,1
Ramsay,13,,Lexxy,1
Ramsey,1,,Lexy,3
Rana,1,,Leya,1
Ranald,2,,Leyah,2
Rand,1,,Leyla,8
Rannoch,2,,Leysha,1
Ranulph,1,,Lhlyaijana,1
Ranveer,1,,Lia,9
Raphael,3,,Liaba,1
Raqayim,1,,Liah,1
Rares,1,,Liana,7
Rasmie,1,,Liane,1
Rastislav,1,,Lianna,1
Ravindran,1,,Liannah,1
Ray,6,,Liara,1
Rayaan,3,,Libbi,1
Rayan,11,,Libbie,1
Rayhaan,1,,Libby,34
Rayhan,5,,Libby-Jo,1
Rayhane,1,,Liberty,2
Raymie,1,,Lidia,2
Raymond,4,,Liena,1
Rayyan,10,,Lila,10
Raza,1,,Lilah,1
Reagan,4,,Lili,6
Reece,82,,Lili-Ana,1
Reegan,6,,Lilia,6
Reese,3,,Lilian,3
Reeve,1,,Liliana,7
Regan,9,,Liliane,1
Reggie,1,,Lilianna,2
Regie,1,,Lilias,1
Reginald,1,,Lilidh,1
Rehan,5,,Lilie,3
Rehman,1,,Lilie-May,1
Reid,1,,Liliella-Auralei,1
Reife,1,,Lilith,1
Reiff,1,,Lilla,2
Reigan,3,,Lilli,5
Reiley,1,,Lilli-May,1
Reilley,1,,Lillia,3
Reilly,13,,Lillian,5
Reily,3,,Lillianna,1
Reimer,1,,Lillie,16
Reiss,11,,Lillie-Rose,1
Remy,6,,Lilly,75
Rennie,1,,Lilly-An,1
Reno,1,,Lilly-Ann,2
Renz,1,,Lilly-Annabella,1
Renzo,1,,Lilly-Louise,2
Reo,3,,Lilly-Mae,1
Ressan,1,,Lilly-May,1
Reuben,45,,Lilly-Rose,2
Reuven,1,,Lily,333
Rewon,1,,Lily-Ann,4
Rex,2,,Lily-Anne,2
Rheagan,2,,Lily-Jo,2
Rhian,2,,Lily-Louise,1
Rhiley,2,,Lily-Madison,1
Rhoan,1,,Lily-Mae,1
Rhodi,1,,Lily-May,1
Rhori,1,,Lily-Rose,5
Rhuairdh,1,,Lilya,1
Rhuan,1,,Lilyah,1
Rhuari,5,,Lilyanna,1
Rhuaridh,1,,Lilyanne,1
Rhudi,1,,Lilygrace,1
Rhuraidh,1,,Lilymae,1
Rhuri,1,,Lilyrae,1
Rhyan,5,,Lima,1
Rhylee,1,,Limpho,1
Rhyleigh,1,,Lina,4
Rhylen,2,,Linda,1
Rhyley,4,,Lindsay,1
Rhys,143,,Lindsay-Rose,1
Rian,3,,Lindsey,1
Richard,19,,Ling,2
Richie,6,,Linnea,2
Ricki,1,,Linzi,2
Ricky,3,,Lisa,11
Rico,3,,Lisa-Marie,1
Ridoy,1,,Lisa-Mary,1
Rielly,1,,Lita,1
Rikijs,1,,Liv,1
Riley,159,,Liva,1
Riley-Boy,1,,Livia,7
Rino,1,,Livvy,1
Rio,31,,Liya,1
Rio-James,1,,Liyana,2
Rion,1,,Liyba,1
Riordan,1,,Liza,1
Ripley,1,,Lizzie,1
Ritchie,6,,Llana,1
River,1,,Logan,1
Riyad,2,,Lois,28
Roan,12,,Lola,47
Roane,1,,Lola-Grace,1
Roary,1,,Lola-Jane,1
Rob,1,,Londin,1
Robbie,120,,Lorelai,2
Robby,1,,Lorelei,2
Robert,124,,Loren,1
Robert-Jay,1,,Lorena,3
Robert-John,1,,Loreta,1
Roberto,1,,Lori,10
Robin,16,,Loriana,1
Rocco,34,,Lorna,5
Roch,1,,Lorraine,1
Rocky,2,,Lorri-Anne,1
Rodaidh,1,,Lotta,1
Roddy,5,,Lotte,4
Rodel,1,,Lottie,10
Roderick,4,,Lotty,1
Rogan,3,,Louanna,1
Rogen,1,,Louisa,20
Roger,1,,Louise,35
Rohan,10,,Louiza,1
Rohen,1,,Loujain,1
Rohit,1,,Loule,1
Rohnan,1,,Loveey,1
Roj,1,,Lua,2
Roland,1,,Luana,1
Roman,13,,Lubna,1
Romans,1,,Luca,1
Romeo,5,,Lucey,1
Ronald,4,,Luci,11
Ronan,17,,Lucia,25
Ronin,2,,Lucia-Amber,1
Ronnie,6,,Luciana,3
Ronon,1,,Lucie,80
Roosevelt,1,,Lucie-Jem,1
Roran,1,,Lucii-Jai,1
Rory,169,,Lucille,2
Rosco,1,,Lucinda,3
Roshan,1,,Lucja,1
Roshik,1,,Lucy,375
Ross,146,,Lucy-Anne,1
Rossi,3,,Lucy-Jo,1
Rowan,23,,Lucy-Louise,1
Rowen,1,,Luicie,1
Rowin,1,,Luisa,5
Roy,3,,Luiza,1
Ruadhan,2,,Lujain,1
Ruadhri,1,,Lulu,2
Ruaidhri,2,,Luna,3
Ruairi,12,,Lunasha,1
Ruairidh,29,,Luz,1
Ruan,4,,Lydia,12
Ruaraidh,6,,Lyla,10
Ruari,14,,Lyndsey,1
Ruaridh,43,,Lynne,1
Ruary,1,,Lynnette,1
Rubeinn,1,,Lynsey,2
Ruben,15,,Lyra,6
Rubin,1,,Lytarra,1
Rubyn,1,,Lyvia,2
Rudi,13,,Maahin,1
Rudra,1,,Maanya,1
Rudy,15,,Maariyah,1
Ruen,1,,Mabel,5
Rufus,1,,Macey,21
Rui,2,,Macey-Jo,1
Runo,1,,Machara,1
Rupert,1,,Maci,7
Ruslan,1,,Maci-Kay,1
Russell,6,,Macie,17
Ryaan,1,,Mackenna,1
Ryan,381,,Mackenzie,6
Ryan-Andrew,1,,Macy,51
Ryan-Oliver,1,,Macy-Kate,1
Ryden,2,,Maddalena,1
Rylai,1,,Maddie,2
Rylan,6,,Maddison,37
Ryland,1,,Maddisyn,1
Rylee,4,,Madeleine,17
Ryleigh,1,,Madeline,6
Rylen,1,,Madia,1
Ryley,10,,Madieha,1
Rylie,6,,Madieson,1
Rylyn,1,,Madiha,1
Rys,1,,Madison,72
Ryukazu,1,,Madison-Leigh,1
Ryuto,1,,Madita,1
Saad,1,,Madyson,1
Saail,1,,Mae,3
Sabih,1,,Maebh,1
Sabyrzhan,1,,Maely,1
Saeed,1,,Maeryn,1
Saejin,1,,Maeve,7
Safdar,1,,Magdalena,7
Safwaan,1,,Maggie,11
Sahibdeep,1,,Maggie-Lynne,1
Sahishnu,1,,Maggie-May,1
Sahmha,1,,Maha,3
Saif,10,,Maham,1
Saif-Ali,1,,Mahari,1
Sajjad,1,,Mahati,1
Sajmon,1,,Maheru,1
Salar,2,,Mahnoor,4
Saleh,1,,Mahsa,1
Salem,1,,Mahzie,1
Salman,1,,Maia,43
Salvatore,1,,Maia-Rose,1
Sam,127,,Maiah,1
Sameer,4,,Maicie,1
Sami,5,,Maicy,1
Samir,3,,Maija,1
Samiullah,1,,Mailili,1
Sammy,2,,Maimie-Jean,1
Sampson,1,,Maimouna,1
Samsidine,1,,Maira,1
Samson,3,,Maire,1
Samsor,1,,Mairead,6
Samuel,178,,Mairi,20
Samyo,1,,Maisey,4
Sandiso,1,,Maisie,149
Sandy,5,,Maisie-Grace,1
Sans,1,,Maisie-Leigh,1
Santiago,7,,Maiss,1
Saross,1,,Maissie,1
Sarthak,1,,Maisy,17
Sasha,1,,Maiya,5
Saud,1,,Maizey,1
Saul,12,,Maizie,6
Sayed,1,,Maizy,1
Scot,4,,Maja,47
Scott,126,,Maja-Anna,1
Scotty,1,,Majka,1
Se,1,,Makaella,1
Seain,1,,Makaila,1
Seamus,2,,Makala,1
Sean,100,,Makayla,3
Sean-Paul,2,,Makenna,1
Sebastian,49,,Makenzi,1
Sebastiano,1,,Makenzie,2
Sebastien,1,,Makoto,1
Sebhjeet,1,,Malaika,5
Sehej,1,,Malaikah,1
Seif,1,,Malak,3
Seme-Skaedy,1,,Maleeha,1
Semyon,1,,Malgorzata,1
Seonaidh,2,,Malia,1
Seoras,2,,Maliha,2
Sephiroth,1,,Malin,2
Serkan,1,,Malina,1
Seroud,1,,Maliya,1
Seth,24,,Mallika,1
Seumais,1,,Mallory,1
Seumas,4,,Malwina,1
Sevag,1,,Mame,1
Sewa,1,,Mamie,1
Seweryn,1,,Manahil,2
Shaban,1,,Manal,1
Shadan,1,,Manasa,1
Shadeen,1,,Mandy,2
Shae,6,,Manha,2
Shahood,1,,Manjot,1
Shahzad,1,,Manka,1
Shahzaib,3,,Mannat,1
Shahzain,1,,Manpreet,1
Shair,1,,Manreet,1
Shane,13,,Manuela,1
Shanmukha,1,,Mara,9
Shaquille,1,,Marcedes,1
Sharafeddean,1,,Marcela,1
Sharan,1,,Marcelina,4
Sharmake,1,,Marcella,1
Shaun,34,,Marcey,2
Shawn,2,,Marci,1
Shay,54,,Marcia,1
Shayaan,2,,Marcie,3
Shayan,1,,Marcy,1
Shaydan'lee,1,,Maren,2
Shayden,1,,Margaret,4
Shaye,4,,Margaux,1
Shayn-Lee,1,,Margot,3
Shayne,6,,Mari,1
Shea,10,,Mari-Ann,1
Sheldon,2,,Mari-Anne,1
Shen,1,,Maria,58
Shenshah,1,,Maria-Leigh,1
Sheryarr,1,,Mariah,2
Shivam,1,,Mariam,8
Shoaib,1,,Mariama,1
Shohomjyoti,1,,Marian,2
Shonnie,1,,Mariana,3
Shree,1,,Mariangeles,1
Shreya,1,,Marianna,2
Shreyansh,1,,Marianne,2
Shunna,1,,Maribel,1
Siddharth,1,,Marica,1
Sidhant,1,,Marie,3
Sidney,1,,Mariella,1
Silas,1,,Mariesa,1
Simbarashe,1,,Marifa,1
Simon,11,,Marija,1
Sinai,1,,Marika,3
Sinan,1,,Mariko,1
Sinclair,2,,Marilena,1
Siraj,1,,Mariluz,1
Sirius,1,,Marin,2
Slesh,1,,Marion,1
Slessor,1,,Marisa,2
Smith,3,,Marissa,14
Sochima,1,,Marissah-May,1
Sofian,1,,Marium,1
Sohail,1,,Mariya,2
Sohan,1,,Mariyah,3
Sol,3,,Mariyum,1
Sole,1,,Marleigh-Jane,1
Solieman,1,,Marlene,2
Solomon,4,,Marley,15
Somhairle,1,,Marli,1
Somto,1,,Marlie,4
Sonas,1,,Marni,2
Sonila,1,,Marnie,9
Sonne,1,,Marnii,1
Sonni,3,,Marrah,1
Sonnie,1,,Marriam,1
Sonny,41,,Marsaili,1
