"Table 4 - Full list of first forenames given, Scotland, 2010",,,,
,,,,
Boys names,Number of babies,,Girls names,Number of babies
,,,Thalia,1
,,,Thalulah,1
,,,Thanvi,1
,,,Thea,10
,,,Theadora,1
,,,Theresa,1
,,,Thirzah,1
,,,Thora,1
,,,Tia,32
,,,Tia-Angel,1
,,,Tia-Faye,1
,,,Tia-Jane,1
,,,Tia-Leigh,1
,,,Tiaami,1
,,,Tiah,1
,,,Tiahna,1
,,,Tiala,1
,,,Tiami,1
,,,Tian,3
,,,Tiana,13
,,,Tianna,7
,,,Tiara,1
,,,Tiarra,1
,,,Tiasha,1
,,,Tiegan,5
,,,Tieghan,1
,,,Tieva,1
,,,Tifa,1
,,,Tifenn,1
,,,Tiffany,10
,,,Tiffiny,1
,,,Tiffney,1
,,,Tihanna,1
,,,Tiki,1
,,,Tilda,1
,,,Tilli,1
,,,Tillie,2
,,,Tillisa,1
,,,Tilly,19
,,,Tilly-May,1
,,,Tilly-Rose,1
,,,Tina,2
,,,Tina-Louise,1
,,,Tiree,1
,,,Tita,1
,,,Tiya,1
,,,Tiyana,1
,,,Toluwanimi,1
,,,Toni,12
,,,Toni-Linn,1
,,,Toni-Marie,1
,,,Tonice,1
,,,Tonimarie,1
,,,Tooba,2
,,,Topaz,1
,,,Tori,5
,,,Toristefe,1
,,,Torran,1
,,,Torri,1
,,,Torrie,1
,,,Torrin,1
,,,Tracey,1
,,,Tracey-Ann,1
,,,Trinity,1
,,,Trisha,1
,,,Trudi,1
,,,Tsabeh,1
,,,Tuana,1
,,,Tulisa,2
,,,Tumaini,1
,,,Twinkle,1
,,,Tyanna,1
,,,Tykera,1
,,,Tyla,3
,,,Tylah,1
,,,Tylar,1
,,,Tyler,9
,,,Tylli,1
,,,Tyra,3
,,,Tyree,4
,,,Ugochi,1
,,,Ula,1
,,,Ulani,1
,,,Uma,2
,,,Umaima,2
,,,Umamah,1
,,,Umnia,1
,,,Una,3
,,,Unathi,1
,,,Unique,1
,,,Ursula,1
,,,Urszula,1
,,,Urte,1
,,,Vaanya,1
,,,Vaila,2
,,,Valentina,4
,,,Valeria,3
,,,Valerie,2
,,,Vaneeza,1
,,,Vanesa,2
,,,Vanessa,21
,,,Vanissa,1
,,,Vanya,1
,,,Varshana,1
,,,Varvara,1
,,,Velvet,1
,,,Venus,1
,,,Vera,3
,,,Verity,4
,,,Verity-Rose,1
,,,Veronica,3
,,,Veronika,4
,,,Vershika,1
,,,Vhairi,2
,,,Vhari,1
,,,Vicky,3
,,,Victoria,26
,,,Victorija,1
,,,Victory,1
,,,Vidhi,1
,,,Vidya,1
,,,Vienna,2
,,,Viktoria,3
,,,Viky,1
,,,Villo,1
,,,Viola,1
,,,Violet,23
,,,Violetta,1
,,,Violette,2
,,,Vivianne,1
,,,Vivien,2
,,,Vivienne,3
,,,Vivienne-Mae,1
,,,Wafa,1
,,,Wai,1
,,,Wanjiku,2
,,,Wardah,1
,,,Washam,1
,,,Weam,1
,,,Wen,1
,,,Wendy,3
,,,Wenjing,1
,,,Wenyi,1
,,,Wenying,1
,,,Weronika,7
,,,Whin,1
,,,Wictoria,1
,,,Wiktoria,14
,,,Wilhelmina,1
,,,Willa,2
,,,Willow,28
,,,Willow-Coco,1
,,,Wing,2
,,,Winifred,1
,,,Winkie,1
,,,Winnie,2
,,,Winter,1
,,,Winter-Rose,1
,,,Wiosna-Maria,1
,,,Wren,1
,,,Xanthe,2
,,,Xara,1
,,,Xi,1
,,,Xin,5
,,,Xinai,1
,,,Xiu,1
,,,Xuan,1
,,,Ya,1
,,,Yamin,1
,,,Yan,1
,,,Yana,2
,,,Yanday,1
,,,Yaqeen,1
,,,Yaqin,1
,,,Yara,2
,,,Yaroslava,1
,,,Yasemin,1
,,,Yashfa,1
,,,Yashika,1
,,,Yasmin,11
,,,Yasmina,1
,,,Yasmine,6
,,,Yasna,1
,,,Yathursha,1
,,,Yazmin,1
,,,Yazmyn,1
,,,Yihan,1
,,,Yingqi,1
,,,Yiyi,1
,,,Yla,1
,,,Yochabed,1
,,,Yona,1
,,,Yosan,1
,,,Yosha,1
,,,Yoyo,1
,,,Ysabelle,1
,,,Yu,6
,,,Yuki,1
,,,Yumiko,1
,,,Yusra,2
,,,Yusrah,1
,,,Yutso,1
,,,Yve,1
,,,Yvie,17
,,,Yvie-Louise,1
,,,Yvonne,1
,,,Zaara,1
,,,Zafena,1
,,,Zahara,2
,,,Zaheen,1
,,,Zahira,1
,,,Zahra,12
,,,Zahraa,3
,,,Zahrah,1
,,,Zaina,3
,,,Zainab,13
,,,Zaineb,1
,,,Zainub,1
,,,Zamama,1
,,,Zana,1
,,,Zanib,1
,,,Zara,79
,,,Zara-Vega,1
,,,Zarah,4
,,,Zarina,1
,,,Zarrah,1
,,,Zaylie,1
,,,Zayna,1
,,,Zaynab,3
,,,Zaynah,3
,,,Zaynash,1
,,,Zaysha,1
,,,Zeena,1
,,,Zeenat,2
,,,Zelal,1
,,,Zenab,1
,,,Zenib,1
,,,Zhahrah,1
,,,Zhi,2
,,,Zhuhaa,1
,,,Zi,1
,,,Zia,1
,,,Zianna,1
,,,Ziggy,1
,,,Zinachidi,1
,,,Zita,1
,,,Ziva,3
,,,Ziya,2
,,,Ziyue,1
,,,Zobia,1
,,,Zoe,154
,,,Zoey,8
,,,Zofia,17
,,,Zoha,5
,,,Zohar,1
,,,Zohra,1
,,,Zoia,1
,,,Zooey,1
,,,Zora,1
,,,Zorka,1
,,,Zosia,1
,,,Zou,1
,,,Zoya,4
,,,Zoyah,1
,,,Zra,1
,,,Zsofia,2
,,,Zuha,1
,,,Zunaira,1
,,,Zuri,1
,,,Zuzanka,1
,,,Zuzanna,30
,,,Zvikomborero,1
