Name,YearsAppearing,PropFemale,CountsFemale,PropMale,CountsMale
Krillin,1,0,0,1,5
Krimson,8,1,58,0,0
Krin,2,1,11,0,0
Krina,14,1,98,0,0
Kripa,11,1,81,0,0
Kris,74,0.972972972972973,13388,1,13591
Krisa,27,1,205,0,0
Krisalyn,10,1,152,0,0
Krisalynn,4,1,25,0,0
Krisan,9,1,59,0,0
Krisana,1,1,6,0,0
Krisandra,34,1,267,0,0
Krisann,39,1,436,0,0
Krisanna,5,1,32,0,0
Krisanne,33,1,297,0,0
Krischan,7,0,0,1,43
Krischelle,2,1,10,0,0
Kriscinda,1,1,6,0,0
Krisean,3,0,0,1,17
Kriselda,5,1,29,0,0
Kriselle,3,1,17,0,0
Krisette,3,1,30,0,0
Krish,22,0.0909090909090909,10,0.909090909090909,2299
Krisha,48,1,1400,0,0
Krishan,27,0,0,1,325
Krishana,20,1,162,0,0
Krishanda,3,1,18,0,0
Krishang,2,0,0,1,13
Krishani,1,1,5,0,0
Krishanna,2,1,10,0,0
Krishara,1,1,5,0,0
Krishaun,6,0.166666666666667,6,0.833333333333333,31
Krishauna,13,1,83,0,0
Krishav,2,0,0,1,10
Krishawn,18,0.111111111111111,12,0.944444444444444,128
Krishawna,11,1,72,0,0
Krishay,5,0,0,1,35
Krisheena,1,1,6,0,0
Krishell,1,1,5,0,0
Krishelle,6,1,37,0,0
Krishi,4,0.5,12,0.75,28
Krishina,1,1,5,0,0
Krishiv,7,0,0,1,140
Krishma,3,1,19,0,0
Krishn,3,0,0,1,16
Krishna,53,0.981132075471698,1632,0.943396226415094,1505
Krishnan,3,0,0,1,16
Krishon,9,0,0,1,59
Krishona,1,1,5,0,0
Krishonda,4,1,27,0,0
Krishtian,1,0,0,1,5
Krishuna,1,1,7,0,0
Krishunna,1,1,5,0,0
Krisi,17,1,146,0,0
Krisia,3,1,17,0,0
Krisie,8,1,52,0,0
Krisily,1,1,11,0,0
Krisina,1,1,6,0,0
Krisinda,5,1,96,0,0
Krisit,1,1,5,0,0
Krislin,5,1,28,0,0
Krislyn,42,1,1019,0,0
Krislynn,22,1,345,0,0
Krisna,15,1,94,0.133333333333333,13
Krisopher,1,0,0,1,5
Kriss,47,0.595744680851064,377,0.978723404255319,525
Krissa,48,1,858,0,0
Krissandra,11,1,59,0,0
Krissi,34,1,336,0,0
Krissia,10,1,65,0,0
Krissie,37,1,416,0,0
Krissinda,1,1,7,0,0
Krisstina,2,1,11,0,0
Krisstopher,1,0,0,1,5
Krissy,53,1,2025,0,0
Krist,28,0.214285714285714,37,0.928571428571429,165
Krista,70,1,72525,0.285714285714286,148
Kristabel,1,1,5,0,0
Kristabella,2,1,15,0,0
Kristabelle,3,1,16,0,0
Kristafer,7,0,0,1,43
Kristah,3,1,16,0,0
Kristain,24,0.958333333333333,237,0.375,61
Kristal,61,1,11668,0,0
Kristalee,6,1,33,0,0
Kristalle,1,1,5,0,0
Kristalyn,40,1,534,0,0
Kristalynn,16,1,120,0,0
Kristamarie,1,1,6,0,0
Kristan,67,1,5495,0.805970149253731,589
Kristana,8,1,41,0,0
Kristanna,6,1,52,0,0
Kristanne,1,1,6,0,0
Kristapher,11,0,0,1,63
Kristara,5,1,35,0,0
Kristasia,5,1,29,0,0
Kriste,39,1,621,0,0
Kristee,41,1,500,0,0
Kristeen,61,1,1320,0,0
Kristeena,35,1,382,0,0
Kristel,58,1,2467,0,0
Kristela,1,1,7,0,0
Kristell,14,1,108,0,0
Kristella,4,1,21,0,0
Kristelle,32,1,230,0,0
Kristen,74,1,215623,0.878378378378378,2048
Kristena,47,1,752,0,0
Kristene,51,1,1008,0,0
Kristepher,1,0,0,1,5
Krister,10,0.3,16,0.7,36
Kristey,4,1,22,0,0
Kristhian,4,0,0,1,20
Kristi,72,1,76219,0.236111111111111,138
Kristia,39,1,417,0,0
Kristian,65,0.784615384615385,6414,1,16493
Kristiana,48,1,2314,0,0
Kristiane,19,1,114,0,0
Kristiann,26,1,206,0,0
Kristianna,42,1,987,0,0
Kristianne,35,1,323,0,0
Kristiano,1,0,0,1,6
Kristie,71,1,38149,0.0985915492957746,44
Kristieann,1,1,5,0,0
Kristien,33,0.939393939393939,264,0.212121212121212,41
Kristiena,1,1,5,0,0
Kristifer,5,0,0,1,28
Kristiina,2,1,10,0,0
Kristijan,3,0,0,1,17
Kristijo,1,1,5,0,0
Kristil,2,1,10,0,0
Kristilee,1,1,6,0,0
Kristilyn,10,1,59,0,0
Kristilynn,2,1,10,0,0
Kristin,80,1,178273,0.675,1622
Kristina,79,1,133294,0.354430379746835,352
Kristinamarie,6,1,39,0,0
Kristine,94,1,83376,0.25531914893617,185
Kristinejoy,1,1,5,0,0
Kristinia,27,1,244,0,0
Kristinn,1,1,5,0,0
Kristinna,3,1,17,0,0
Kristion,14,0.0714285714285714,5,1,150
Kristiona,5,1,25,0,0
Kristjan,23,0,0,1,202
Kristjana,1,1,6,0,0
Kristl,11,1,95,0,0
Kristle,34,1,892,0,0
Kristlyn,9,1,55,0,0
Kristlynn,1,1,5,0,0
Kristn,4,1,22,0,0
Kristna,2,1,10,0,0
Kristne,2,1,11,0,0
Kristo,5,0,0,1,31
Kristobal,2,0,0,1,11
Kristof,25,0,0,1,221
Kristofe,1,0,0,1,9
Kristofer,61,0,0,1,9168
Kristoff,26,0,0,1,318
Kristoffer,45,0,0,1,3729
Kristofor,36,0,0,1,805
Kristoher,1,0,0,1,7
Kristol,24,1,255,0,0
Kriston,48,0.833333333333333,719,0.895833333333333,488
Kristoper,4,0,0,1,21
Kristopfer,1,0,0,1,5
Kristoph,2,0,0,1,50
Kristopher,65,0.384615384615385,297,1,58624
Kristophor,2,0,0,1,11
Kristos,7,0,0,1,43
Kristupas,1,0,0,1,5
Kristy,71,1,69847,0.253521126760563,179
Kristyan,3,0.333333333333333,5,0.666666666666667,10
Kristyana,12,1,99,0,0
Kristyann,9,1,54,0,0
Kristyanna,11,1,68,0,0
Kristyanne,1,1,5,0,0
Kristye,7,1,43,0,0
Kristyl,22,1,211,0,0
Kristyle,3,1,15,0,0
Kristylee,1,1,7,0,0
Kristyn,62,1,8547,0,0
Kristyna,40,1,698,0,0
Kristyne,41,1,396,0,0
Krisy,10,1,81,0,0
Krisztian,3,0,0,1,20
Krisztina,5,1,27,0,0
Krithi,11,1,96,0,0
Krithik,9,0,0,1,88
Krithika,13,1,109,0,0
Kriti,16,1,214,0,0
Kritika,12,1,104,0,0
Kritina,1,1,5,0,0
Kritzia,2,1,14,0,0
Kriya,8,1,49,0,0
Kriz,4,0,0,1,25
Krizia,23,1,410,0,0
Kriztian,1,0,0,1,5
Kron,14,0,0,1,98
Kros,1,0,0,1,5
Krosby,3,0.333333333333333,5,0.666666666666667,22
Kross,15,0,0,1,217
Kroy,1,0,0,1,8
Krrish,4,0,0,1,54
Krsna,2,0,0,1,10
Kru,4,0,0,1,51
Krue,6,0,0,1,83
Kruise,1,0,0,1,6
Krunal,7,0,0,1,43
Krupa,30,1,384,0,0
Kruse,3,0,0,1,18
Krush,1,0,0,1,5
Krushi,1,1,6,0,0
Krustal,1,1,7,0,0
Kruthi,3,1,17,0,0
Kruti,15,1,109,0,0
Kruz,23,0.0869565217391304,10,1,540
Kruze,5,0,0,1,42
Krya,1,1,5,0,0
Krymson,3,0.666666666666667,11,0.333333333333333,5
Krynn,1,1,7,0,0
Krys,9,0.777777777777778,42,0.222222222222222,11
Krysha,1,1,6,0,0
Krysia,12,1,75,0,0
Kryslin,3,1,20,0,0
Kryslyn,11,1,69,0,0
Kryslynn,5,1,33,0,0
Kryssa,10,1,63,0,0
Krysta,48,1,6381,0,0
Krystah,2,1,10,0,0
Krystal,66,1,72645,0.196969696969697,190
Krystalann,4,1,24,0,0
Krystale,12,1,170,0,0
Krystalee,4,1,22,0,0
Krystalin,6,1,33,0,0
Krystalina,2,1,10,0,0
Krystaline,1,1,5,0,0
Krystall,19,1,170,0,0
Krystalle,11,1,74,0,0
Krystallee,1,1,5,0,0
Krystallyn,2,1,10,0,0
Krystallynn,2,1,12,0,0
Krystalmae,1,1,5,0,0
Krystalmarie,1,1,5,0,0
Krystalrose,1,1,5,0,0
Krystalyn,32,1,420,0,0
Krystalynn,24,1,213,0,0
Krystalynne,1,1,5,0,0
Krystan,27,1,397,0,0
Kryste,2,1,10,0,0
Krysteen,1,1,5,0,0
Krysteena,12,1,79,0,0
Krystel,39,1,935,0,0
Krystell,4,1,27,0,0
Krystelle,23,1,173,0,0
Krysten,48,1,3862,0,0
Krystena,13,1,92,0,0
Krysti,44,1,793,0,0
Krystian,28,0.964285714285714,445,1,1156
Krystiana,25,1,309,0,0
Krystianna,11,1,76,0,0
Krystie,33,1,514,0,0
Krystil,6,1,41,0,0
Krystin,47,1,3057,0,0
Krystina,52,1,4567,0,0
Krystine,53,1,898,0,0
Krystl,15,1,150,0,0
Krystle,40,1,12917,0.15,44
Krystn,16,1,110,0,0
Krystof,2,0,0,1,10
Krystofer,21,0,0,1,163
Krystoffer,1,0,0,1,5
Krystol,13,1,117,0,0
Kryston,3,1,18,0,0
Krystopher,33,0,0,1,616
Krysty,6,1,33,0,0
Krystyl,10,1,88,0,0
Krystyn,39,1,705,0,0
Krystyna,59,1,1622,0,0
Krystyne,10,1,96,0,0
Kryton,1,0,0,1,5
Kryztal,1,1,5,0,0
Krzysztof,40,0,0,1,426
Ksandra,1,1,5,0,0
Ksean,9,0,0,1,54
Ksenia,22,1,265,0,0
Kseniya,7,1,56,0,0
Ksha,1,1,9,0,0
Kshaun,6,0,0,1,34
Kshawn,21,0,0,1,225
Kt,2,1,12,0,0
Ktherine,1,1,5,0,0
Ktina,1,1,6,0,0
Ku,3,0,0,1,17
Kuan,4,0,0,1,24
Kuba,12,0,0,1,93
Kubra,2,1,10,0,0
Kudura,1,0,0,1,5
Kue,11,0,0,1,81
Kuhu,1,1,5,0,0
Kuiana,2,1,10,0,0
Kujtim,3,0,0,1,16
Kujuan,1,0,0,1,6
Kula,2,1,10,0,0
Kule,10,0,0,1,95
Kulia,1,1,6,0,0
Kullen,21,0,0,1,362
Kullin,1,0,0,1,5
Kullyn,1,0,0,1,5
Kulsoom,5,1,30,0,0
Kulsum,6,1,33,0,0
Kum,5,1,28,0,0
Kumail,7,0,0,1,37
Kumar,36,0,0,1,283
Kumari,12,0.916666666666667,81,0.416666666666667,31
Kumasi,3,0,0,1,18
Kumba,4,1,23,0,0
Kumi,1,1,5,0,0
Kumiko,13,1,73,0,0
Kunaal,10,0,0,1,65
Kunal,33,0,0,1,1166
Kunga,3,0.333333333333333,8,1,25
Kuniko,1,1,5,0,0
Kunio,13,0,0,1,90
Kunj,5,0,0,1,36
Kuno,1,0,0,1,5
Kunta,6,0.166666666666667,8,1,303
Kuntakinte,1,0,0,1,6
Kunte,2,0,0,1,26
Kuol,2,0,0,1,10
Kupaa,1,0,0,1,5
Kuper,9,0,0,1,71
Kupono,10,0,0,1,57
Kura,10,1,59,0,0
Kuran,4,0,0,1,27
Kurby,1,0,0,1,5
Kurdt,3,0,0,1,18
Kurie,1,1,5,0,0
Kurissa,1,1,7,0,0
Kurk,27,0,0,1,213
Kuron,18,0,0,1,129
Kurosh,2,0,0,1,11
Kurry,2,0,0,1,12
Kursten,25,1,281,0,0
Kursti,1,1,5,0,0
Kurstie,5,1,45,0,0
Kurstin,31,1,462,0,0
Kurston,4,1,23,0,0
Kursty,3,1,19,0,0
Kurstyn,15,1,100,0,0
Kurt,108,0.231481481481481,196,1,84535
Kurth,1,0,0,1,5
Kurtina,1,1,5,0,0
Kurtis,75,0.0533333333333333,25,1,17203
Kurtisha,5,1,27,0,0
Kurtiss,32,0,0,1,245
Kurtlin,1,0,0,1,5
Kurtlyn,1,1,5,0,0
Kurtus,5,0,0,1,29
Kurumi,1,1,7,0,0
Kush,29,0,0,1,880
Kushagra,1,0,0,1,5
Kushal,23,0,0,1,295
Kushana,1,1,23,0,0
Kushi,7,1,55,0,0
Kushtrim,1,0,0,1,7
Kutana,3,1,16,0,0
Kutina,4,1,52,0,0
Kutler,2,0,0,1,17
Kutter,19,0,0,1,273
Kuuipo,23,1,172,0,0
Kuulei,21,1,141,0,0
Kuwan,1,0,0,1,5
Kuwana,1,1,5,0,0
Kuwanda,1,1,5,0,0
Kuwanna,1,1,5,0,0
Kuzey,3,0,0,1,29
Kvaughn,4,0,0,1,21
Kveon,6,0,0,1,63
Kvin,2,0,0,1,10
Kvion,7,0,0,1,55
Kvon,21,0,0,1,316
Kwabena,41,0,0,1,509
Kwabene,1,0,0,1,8
Kwadjo,2,0,0,1,11
Kwadwo,24,0,0,1,175
Kwaku,36,0,0,1,365
Kwali,9,0,0,1,63
Kwamae,1,0,0,1,5
Kwamain,2,0,0,1,19
Kwamaine,9,0,0,1,135
Kwamane,8,0,0,1,124
Kwamayne,1,0,0,1,5
Kwame,52,0.115384615384615,38,1,3328
Kwamel,3,0,0,1,22
Kwami,6,0,0,1,34
Kwamin,1,0,0,1,5
Kwan,43,0.0930232558139535,22,1,457
Kwana,18,1,157,0,0
Kwanda,5,1,29,0,0
Kwane,22,0,0,1,211
Kwanesha,4,1,23,0,0
Kwang,1,0,0,1,5
Kwaniqua,1,1,5,0,0
Kwanisha,6,1,41,0,0
Kwanita,6,1,43,0,0
Kwanna,4,1,27,0,0
Kwante,3,0,0,1,18
Kwanza,22,1,227,0.272727272727273,42
Kwanzaa,5,0.8,29,0.2,5
Kwanze,1,0,0,1,5
Kwashawn,1,0,0,1,5
Kwasi,42,0,0,1,588
Kwayera,1,1,5,0,0
Kweisi,6,0,0,1,49
Kweku,11,0,0,1,64
Kweli,14,0.142857142857143,11,0.857142857142857,170
Kwentin,4,0,0,1,24
Kwenton,1,0,0,1,7
Kwesi,41,0,0,1,702
Kwinton,8,0,0,1,47
Kwmaine,2,0,0,1,14
Kwmane,3,0,0,1,26
Kwok,1,0,0,1,5
Kwon,5,0,0,1,29
Kwuan,1,0,0,1,5
Kwynn,1,1,8,0,0
Ky,54,0.296296296296296,99,1,1099
Kya,39,1,3765,0.0256410256410256,13
Kyah,24,1,1725,0.125,27
Kyair,11,0,0,1,91
Kyaira,22,1,365,0,0
Kyaire,12,0,0,1,150
Kyairra,1,1,5,0,0
Kyaisha,1,1,6,0,0
Kyajah,1,1,6,0,0
Kyal,12,0,0,1,71
Kyala,7,1,40,0,0
Kyale,2,0,0,1,10
Kyalee,1,1,5,0,0
Kyalo,1,0,0,1,5
Kyan,31,0.387096774193548,111,0.935483870967742,2138
Kyana,37,1,1884,0,0
Kyanah,5,1,36,0,0
Kyandra,21,1,165,0,0
Kyandre,10,0,0,1,61
Kyani,16,1,119,0,0
Kyann,27,1,274,0,0
Kyanna,36,1,1588,0,0
Kyannah,9,1,57,0,0
Kyanne,27,1,264,0,0
Kyante,4,0.25,5,0.75,17
Kyara,26,1,2574,0,0
Kyarah,15,1,159,0,0
Kyari,3,1,18,0,0
Kyaria,3,1,18,0,0
Kyarra,18,1,214,0,0
Kyasha,6,1,40,0,0
Kyashia,3,1,17,0,0
Kyasia,21,1,616,0,0
Kyauna,7,1,44,0,0
Kyaw,2,0,0,1,13
Kyce,9,0,0,1,66
Kycen,4,0,0,1,31
Kycia,1,1,5,0,0
Kydan,3,0,0,1,23
Kyden,13,0.230769230769231,18,1,510
Kydin,1,0,0,1,5
Kydon,3,0,0,1,19
Kye,53,0.377358490566038,194,1,2229
Kyeana,1,1,6,0,0
Kyeem,2,0,0,1,13
Kyeesha,2,1,10,0,0
Kyeir,2,0,0,1,10
Kyeisha,24,1,231,0,0
Kyel,24,0.0416666666666667,5,1,167
Kyela,8,1,53,0,0
Kyelan,2,0,0,1,10
Kyelar,1,0,0,1,5
Kyele,2,0,0,1,13
Kyelee,3,1,20,0,0
Kyeleigh,2,1,11,0,0
Kyeler,2,0,0,1,11
Kyell,3,0,0,1,18
Kyelle,2,1,11,0,0
Kyen,7,0,0,1,61
Kyeon,2,0,0,1,13
Kyer,1,0,0,1,5
Kyera,27,1,548,0,0
Kyeria,3,1,18,0,0
Kyeron,2,0,0,1,10
Kyerra,22,1,336,0,0
Kyersten,2,1,11,0,0
Kyerstin,1,1,5,0,0
Kyesha,37,1,759,0,0
Kyeshia,15,1,129,0,0
Kyeson,1,0,0,1,5
Kyha,3,1,16,0,0
Kyheem,9,0,0,1,56
Kyheim,5,0,0,1,29
Kyhia,2,1,11,0,0
Kyhiem,1,0,0,1,5
Kyhir,1,0,0,1,5
Kyi,7,0.285714285714286,10,0.857142857142857,39
Kyia,29,1,802,0,0
Kyiah,15,1,202,0,0
Kyian,3,0,0,1,20
Kyiana,9,1,54,0,0
Kyianna,4,1,24,0,0
Kyiara,4,1,22,0,0
Kyier,1,0,0,1,8
Kyiesha,17,1,146,0,0
Kyila,3,1,21,0,0
Kyilee,10,1,75,0,0
Kyion,8,0,0,1,61
Kyira,14,1,98,0,0
Kyisha,22,1,216,0,0
Kyja,2,1,12,0,0
Kyjah,5,1,27,0,0
Kyjaun,1,0,0,1,6
Kyjuan,15,0,0,1,425
Kyl,11,0,0,1,81
Kyla,65,1,33162,0.0769230769230769,29
Kylaa,1,1,6,0,0
Kylah,36,1,3472,0,0
Kylamarie,1,1,5,0,0
Kylan,39,0.641025641025641,589,1,4147
Kylana,2,1,11,0,0
Kyland,21,0,0,1,288
Kylani,8,1,55,0,0
Kylar,21,1,395,0.952380952380952,939
Kylara,3,1,17,0,0
Kylasia,1,1,8,0,0
Kylaya,2,1,11,0,0
Kyle,122,0.598360655737705,8309,1,463420
Kylea,34,1,1319,0,0
Kyleah,23,1,527,0,0
Kylealexander,1,0,0,1,5
Kyleanthony,3,0,0,1,19
Kylee,45,1,37685,0.688888888888889,387
Kyleeann,11,1,80,0,0
Kyleek,1,0,0,1,5
Kyleemarie,1,1,5,0,0
Kyleen,50,1,900,0,0
Kyleena,9,1,62,0,0
Kylei,20,1,665,0,0
Kyleia,2,1,10,0,0
Kyleigh,34,1,12711,0.0294117647058824,6
Kyleigha,5,1,47,0,0
Kylel,2,0,0,1,10
Kylematthew,2,0,0,1,11
Kylen,30,0.866666666666667,367,1,1626
Kylena,6,1,40,0,0
Kylene,51,1,1592,0,0
Kylenn,1,1,7,0,0
Kylepatrick,2,0,0,1,10
Kyler,52,0.519230769230769,1274,1,21729
Kylesha,1,1,5,0,0
Kyley,37,0.918918918918919,1380,0.351351351351351,76
Kyli,35,1,1726,0,0
Kylia,32,1,796,0,0
Kyliah,16,1,225,0,0
Kylian,7,0.142857142857143,7,0.857142857142857,51
Kyliana,9,1,80,0,0
Kyliann,1,1,5,0,0
Kylianna,4,1,25,0,0
Kylianne,4,1,31,0,0
Kylicia,1,1,5,0,0
Kylie,48,1,84749,0.729166666666667,414
Kylieann,11,1,109,0,0
Kylieanne,1,1,7,0,0
Kyliee,12,1,221,0,0
Kyliegh,20,1,337,0,0
Kyliejo,2,1,10,0,0
Kyliemarie,2,1,11,0,0
Kylii,5,1,32,0,0
Kylik,3,0,0,1,20
Kylil,11,0,0,1,66
Kylin,25,0.96,681,0.96,717
Kylina,5,1,37,0,0
Kylinn,7,1,73,0,0
Kylis,1,1,5,0,0
Kylise,1,1,5,0,0
Kylisha,4,1,26,0,0
Kylissa,2,1,11,0,0
Kyliyah,8,1,64,0,0
Kylla,7,1,47,0,0
Kylle,10,0.1,5,1,70
Kyller,2,0,0,1,10
Kyllian,4,0,0,1,29
Kyllie,22,1,179,0,0
Kylo,2,0,0,1,11
Kylon,29,0,0,1,782
Kylor,26,0.0384615384615385,5,1,312
Kylun,1,0,0,1,5
Kyly,4,1,22,0,0
Kylyn,21,1,226,0.380952380952381,50
Kylynn,26,1,603,0.0769230769230769,13
Kylynne,6,1,44,0,0
Kym,48,0.979166666666667,1297,0.354166666666667,173
Kymani,17,1,525,0.882352941176471,1820
Kymanie,1,0,0,1,5
Kymara,7,1,55,0,0
Kymari,11,0.909090909090909,111,1,145
Kymarie,2,1,10,0,0
Kymarion,5,0,0,1,31
Kymarley,1,0,0,1,5
Kymauri,1,0,0,1,5
Kymaya,1,1,5,0,0
Kymber,27,1,562,0,0
Kymberle,1,1,5,0,0
Kymberlee,46,1,790,0,0
Kymberleigh,4,1,21,0,0
Kymberley,16,1,106,0,0
Kymberli,45,1,555,0,0
Kymberlie,24,1,174,0,0
Kymberly,57,1,2907,0,0
Kymberlyn,12,1,90,0,0
Kymberlynn,3,1,15,0,0
Kymbra,2,1,10,0,0
Kymbre,1,1,8,0,0
Kymbree,3,1,20,0,0
Kymbria,2,1,11,0,0
Kymeir,1,0,0,1,5
Kymel,4,0,0,1,24
Kymera,1,1,6,0,0
Kymere,6,0,0,1,38
Kymesha,5,1,29,0,0
Kymeshia,1,1,5,0,0
Kymia,11,1,77,0,0
Kymiah,8,1,69,0,0
Kymier,1,0,0,1,5
Kymir,10,0,0,1,78
Kymira,6,1,40,0,0
Kymisha,2,1,10,0,0
Kymm,8,1,49,0,0
Kymon,6,0,0,1,32
Kymoni,8,0.625,40,0.875,71
Kymora,13,1,496,0,0
Kymorah,7,1,63,0,0
Kymori,2,1,10,0,0
Kymorra,2,1,11,0,0
Kymya,1,1,6,0,0
Kyna,60,1,956,0,0
Kynadee,11,1,127,0,0
Kynadi,13,1,136,0,0
Kynadie,5,1,36,0,0
Kynan,36,0,0,1,313
Kynara,1,1,9,0,0
Kynda,5,1,29,0,0
Kyndahl,10,1,83,0,0
Kyndal,34,1,3005,0.382352941176471,93
Kyndall,34,1,3469,0.5,136
Kyndalyn,1,1,5,0,0
Kyndel,26,1,306,0.0769230769230769,11
Kyndell,24,1,340,0.208333333333333,33
Kyndl,1,1,7,0,0
Kyndle,24,1,324,0,0
Kyndra,46,1,2250,0,0
Kyndrah,2,1,10,0,0
Kyndrick,1,0,0,1,5
Kynedi,11,1,131,0,0
Kyneisha,1,1,5,0,0
Kynesha,10,1,67,0,0
Kyneshia,1,1,6,0,0
Kyng,6,0,0,1,85
Kyngston,5,0,0,1,47
Kynia,8,1,52,0,0
Kyniah,5,1,30,0,0
Kynisha,12,1,80,0,0
Kynlea,6,1,47,0,0
Kynlee,16,1,1277,0,0
Kynlei,3,1,43,0,0
Kynleigh,12,1,413,0,0
Kynley,10,1,164,0,0
Kynli,9,1,155,0,0
Kynlie,11,1,220,0,0
Kynna,2,1,10,0,0
Kynnadee,1,1,6,0,0
Kynnadi,8,1,88,0,0
Kynnady,1,1,5,0,0
Kynnedi,16,1,443,0,0
Kynnedy,14,1,274,0,0
Kynnidi,1,1,6,0,0
Kynnleigh,1,1,5,0,0
Kynnlie,1,1,6,0,0
Kynsey,4,1,23,0,0
Kynsie,8,1,57,0,0
Kynslee,9,1,257,0,0
Kynslei,1,1,5,0,0
Kynsleigh,4,1,44,0,0
Kynsley,8,1,111,0,0
Kynsli,3,1,21,0,0
Kynslie,5,1,78,0,0
Kyntrell,1,0,0,1,5
Kynzee,8,1,97,0,0
Kynzi,9,1,93,0,0
Kynzie,17,1,363,0,0
Kynzlee,4,1,106,0,0
Kynzleigh,1,1,10,0,0
Kynzley,2,1,12,0,0
Kynzli,2,1,17,0,0
Kynzlie,2,1,29,0,0
Kyo,7,0,0,1,64
Kyohei,1,0,0,1,6
Kyoka,2,1,11,0,0
Kyoko,29,1,194,0,0
Kyomi,3,1,21,0,0
Kyon,28,0,0,1,387
Kyona,26,1,208,0,0
Kyondra,1,1,6,0,0
Kyong,11,1,62,0,0
Kyonia,2,1,10,0,0
Kyonna,29,1,360,0,0
Kyonte,1,0,0,1,8
Kyosha,2,1,10,0,0
Kyosuke,1,0,0,1,5
Kyper,1,0,0,1,5
Kypten,1,0,0,1,5
Kyptin,1,0,0,1,5
Kypton,3,0,0,1,84
Kyra,75,1,30856,0.0533333333333333,23
Kyrah,24,1,1451,0,0
Kyralee,2,1,12,0,0
Kyralynn,1,1,5,0,0
Kyran,42,0.380952380952381,121,1,1579
Kyre,24,0.208333333333333,29,0.958333333333333,391
Kyrea,1,1,5,0,0
Kyree,29,0.793103448275862,434,1,2906
Kyreek,1,0,0,1,7
Kyreem,4,0,0,1,30
Kyreese,10,0,0,1,67
Kyrek,1,0,0,1,5
Kyrel,12,0,0,1,78
Kyrell,24,0,0,1,455
Kyren,22,0.363636363636364,56,1,1178
Kyrene,13,1,91,0,0
Kyreon,1,0,0,1,5
Kyrese,14,0,0,1,211
Kyrha,1,1,5,0,0
Kyri,27,0.888888888888889,295,0.740740740740741,171
Kyria,36,1,618,0,0
Kyriah,5,1,38,0,0
Kyriaki,19,1,112,0,0
Kyriakos,20,0,0,1,128
Kyrian,9,0.111111111111111,5,1,96
Kyriana,11,1,97,0,0
Kyrianna,7,1,63,0,0
Kyric,1,0,0,1,6
Kyrie,38,1,2335,0.657894736842105,558
Kyriel,2,1,10,0,0
Kyrielle,6,1,42,0,0
Kyril,2,0,0,1,11
Kyrillos,14,0,0,1,111
Kyrin,20,0.75,102,0.95,601
Kyrion,2,0,0,1,11
Kyrique,3,0,0,1,17
Kyris,5,0,0,1,29
Kyro,4,0,0,1,34
Kyrollos,10,0,0,1,60
Kyron,44,0,0,1,2922
Kyrone,3,0,0,1,20
Kyros,4,0,0,1,25
Kyrra,22,1,193,0,0
Kyrrah,2,1,13,0,0
Kyrsha,2,1,13,0,0
Kyrsta,1,1,5,0,0
Kyrstal,13,1,128,0,0
Kyrstan,10,1,62,0,0
Kyrsten,39,1,1879,0,0
Kyrsti,6,1,40,0,0
Kyrstie,6,1,60,0,0
Kyrstin,30,1,1239,0,0
Kyrstle,5,1,32,0,0
Kyrston,3,1,20,0,0
Kyrstyn,20,1,192,0,0
Kyrus,5,0,0,1,37
Kyryn,2,0,0,1,15
Kysa,22,1,153,0,0
Kysan,1,0,0,1,5
Kyse,1,0,0,1,5
Kysean,11,0,0,1,79
Kyseem,5,0,0,1,32
Kysen,12,0,0,1,270
Kyser,16,0,0,1,121
Kysha,29,1,411,0,0
Kyshana,1,1,5,0,0
Kyshaun,16,0,0,1,192
Kyshawn,20,0,0,1,340
Kyshawna,1,1,7,0,0
Kyshia,6,1,35,0,0
Kyshon,9,0,0,1,63
Kysia,1,1,5,0,0
Kysin,2,0,0,1,15
Kysir,4,0,0,1,25
Kyson,25,0,0,1,1752
Kystal,4,1,22,0,0
Kyston,6,0,0,1,43
Kytalin,1,1,5,0,0
Kytana,1,1,6,0,0
Kyton,3,0,0,1,19
Kytzia,6,1,39,0,0
Kyu,8,0,0,1,54
Kyuana,1,1,5,0,0
Kyung,19,0.789473684210526,86,0.263157894736842,27
Kyus,1,0,0,1,5
Kyuss,3,0,0,1,20
Kyvan,2,0,0,1,11
Kyven,2,0,0,1,11
Kyvin,2,0,0,1,10
Kyvion,1,0,0,1,5
Kyvon,11,0,0,1,103
Kywan,5,0,0,1,31
Kywanna,1,1,5,0,0
Kywaun,2,0,0,1,11
Kywon,4,0,0,1,28
Kywuan,1,0,0,1,7
Kyya,2,1,11,0,0
Kyzen,3,0,0,1,21
Kyzer,15,0,0,1,238
La,82,0.963414634146341,1441,0.426829268292683,299
Laaibah,5,1,33,0,0
Laakea,15,0.133333333333333,10,0.933333333333333,114
Laangela,1,1,5,0,0
Laanthony,1,0,0,1,5
Laasia,21,1,219,0,0
Laasya,10,1,231,0,0
Laban,70,0,0,1,544
Labarbara,7,1,40,0,0
Labaron,24,0,0,1,170
Labarron,28,0,0,1,179
Labella,3,1,30,0,0
Labelle,7,1,44,0,0
Laberta,29,1,248,0,0
Labib,7,0,0,1,41
Labiba,6,1,39,0,0
Labon,7,0,0,1,43
Laborn,1,0,0,1,5
Labradford,7,0,0,1,81
Labrandon,27,0,0,1,206
Labraya,1,1,5,0,0
Labrea,20,1,190,0,0
Labree,2,1,14,0,0
Labreeska,5,1,38,0,0
