Name,YearsAppearing,CountsFemale,CountsMale,ProbGender,Upper,Lower
Robynne,7,28,0,Female,1,0.879356695234154
Roc,1,0,3,Male,1,0.438502968244955
Rocco,12,0,1694,Male,1,0.997737445507213
Roch,3,0,6,Male,1,0.609665712097835
Rocha,1,1,0,Female,1,0.0512932943875506
Rochan,1,0,4,Male,1,0.510109163545403
Rochana,2,6,0,Female,1,0.609665712097835
Roche,5,17,0,Female,1,0.815681864991148
Rochel,16,112,0,Female,1,0.966838652933056
Rochelle,16,849,0,Female,1,0.995495694093008
Rochmay,1,1,0,Female,1,0.0512932943875506
Rocio,3,7,0,Female,1,0.645669564933313
Rock,2,0,7,Male,1,0.645669564933313
Rockie,1,0,3,Male,1,0.438502968244955
Rocko,3,0,13,Male,1,0.771904627645802
Rocky,16,0,302,Male,1,0.987439705409768
Roco,1,0,3,Male,1,0.438502968244955
Rod,1,0,3,Male,1,0.438502968244955
Roda,7,30,0,Female,1,0.886486606826031
Rodaidh,1,0,1,Male,1,0.0512932943875506
Rodaina,1,3,0,Female,1,0.438502968244955
Rodas,3,9,0,Female,1,0.700854951580456
Roddy,9,0,49,Male,1,0.927302180779504
Rodel,1,0,1,Male,1,0.0512932943875506
Rodela,1,3,0,Female,1,0.438502968244955
Roderick,14,0,107,Male,1,0.965342761981251
Rodi,10,0,46,Male,1,0.92292643691442
Rodin,2,0,11,Male,1,0.741167033031968
Rodina,1,4,0,Female,1,0.510109163545403
Rodney,16,0,147,Male,1,0.974533136640766
Rodrigo,14,0,254,Male,1,0.985101469568687
Rody,1,0,1,Male,1,0.0512932943875506
Roe,1,0,1,Male,1,0.0512932943875506
Roen,3,0,10,Male,1,0.722467200137111
Rogan,15,0,108,Male,1,0.965652640253443
Rogen,1,0,1,Male,1,0.0512932943875506
Roger,16,0,214,Male,1,0.982365804739418
Rogue,3,10,3,Female,0.918204712815014,0.497436240532725
Roha,9,44,0,Female,1,0.919704396241519
Rohaan,14,0,157,Male,1,0.976116488566691
Rohail,15,0,118,Male,1,0.968471660977506
Rohaise,1,1,0,Female,1,0.0512932943875506
Rohan,16,20,3684,Male,0.996501826786223,0.991674189014992
Rohana,2,7,0,Female,1,0.645669564933313
Rohanna,8,29,0,Female,1,0.883030201500259
Rohat,8,0,42,Male,1,0.916201209134296
Roheel,2,0,7,Male,1,0.645669564933313
Rohen,1,0,4,Male,1,0.510109163545403
Rohey,1,3,0,Female,1,0.438502968244955
Rohid,2,0,6,Male,1,0.609665712097835
Rohil,3,0,10,Male,1,0.722467200137111
Rohima,9,52,0,Female,1,0.931207763876138
Rohin,16,1,91,Male,0.99944246419144,0.940972143869375
Rohina,1,4,0,Female,1,0.510109163545403
Rohini,14,60,0,Female,1,0.93982814785791
Rohit,16,0,316,Male,1,0.987989490684359
Rohith,4,0,16,Male,1,0.806392319465564
Rohn,1,0,3,Male,1,0.438502968244955
Rohnan,1,0,1,Male,1,0.0512932943875506
Roise,13,141,0,Female,1,0.973478181924074
Roisin,16,1882,0,Female,1,0.997963000122451
Roj,2,0,4,Male,1,0.510109163545403
Rojan,5,5,10,Male,0.848236755602853,0.417135477385198
Rojbin,1,3,0,Female,1,0.438502968244955
Rojda,13,63,0,Female,1,0.942528800411148
Rojhat,5,0,20,Male,1,0.838874841947181
Rojin,11,108,0,Female,1,0.965652640253443
Rojus,5,0,29,Male,1,0.883030201500259
Rokas,8,0,89,Male,1,0.958623454763747
Rokaya,4,13,0,Female,1,0.771904627645802
Roksana,7,181,0,Female,1,0.979217547593473
Rolan,2,0,6,Male,1,0.609665712097835
Roland,16,0,207,Male,1,0.981780344140186
Rolanda,1,3,0,Female,1,0.438502968244955
Rolando,3,0,10,Male,1,0.722467200137111
Rollo,11,0,56,Male,1,0.935806063281237
Roma,16,387,3,Female,0.997380541752929,0.977631081324634
Romaan,11,0,58,Male,1,0.937882144212797
Romaana,3,15,0,Female,1,0.796116698964151
Romach,1,0,1,Male,1,0.0512932943875506
Romaeo,1,0,4,Male,1,0.510109163545403
Romahn,1,0,3,Male,1,0.438502968244955
Romain,14,0,89,Male,1,0.958623454763747
Romaine,13,3,64,Male,0.984656024877961,0.876421669109062
Romaio,2,0,6,Male,1,0.609665712097835
Romaisa,8,48,0,Female,1,0.925899870333883
Romal,1,0,3,Male,1,0.438502968244955
Roman,16,0,2395,Male,1,0.998398619130677
Romana,16,224,0,Female,1,0.983139772539302
Romane,5,17,0,Female,1,0.815681864991148
Romaney,1,1,0,Female,1,0.0512932943875506
Romani,9,43,4,Female,0.966405876542074,0.800684622130354
Romanie,9,50,0,Female,1,0.928652400866641
Romann,1,0,1,Male,1,0.0512932943875506
Romanna,1,1,0,Female,1,0.0512932943875506
Romano,11,0,62,Male,1,0.941655927898628
Romans,1,0,1,Male,1,0.0512932943875506
Romany,16,300,0,Female,1,0.987357028775454
Romao,1,0,4,Male,1,0.510109163545403
Romar,3,0,9,Male,1,0.700854951580456
Romareo,2,0,4,Male,1,0.510109163545403
Romari,2,0,6,Male,1,0.609665712097835
Romario,16,0,267,Male,1,0.985816577574864
Romarni,1,0,3,Male,1,0.438502968244955
Romarno,2,0,7,Male,1,0.645669564933313
Romay,1,1,0,Female,1,0.0512932943875506
Romaya,1,4,0,Female,1,0.510109163545403
Romayne,2,0,7,Male,1,0.645669564933313
Romaysa,3,11,0,Female,1,0.741167033031968
Rome,9,0,92,Male,1,0.959918610714378
Romeesa,5,56,0,Female,1,0.935806063281237
Romel,9,0,32,Male,1,0.89282080174493
Romell,7,0,26,Male,1,0.871271078140785
Romelle,1,0,3,Male,1,0.438502968244955
Romello,2,0,8,Male,1,0.67559243511612
Romeo,14,0,818,Male,1,0.995325790905941
Romero,11,0,60,Male,1,0.93982814785791
Romesa,2,6,0,Female,1,0.609665712097835
Romesh,1,0,3,Male,1,0.438502968244955
Romessa,4,15,0,Female,1,0.796116698964151
Romey,15,95,19,Female,0.890626145987455,0.754308164573317
Romi,15,113,28,Female,0.858882447944455,0.727966101442398
Romie,9,54,3,Female,0.981939704366338,0.856304496028365
Romiley,1,1,0,Female,1,0.0512932943875506
Romilly,16,458,0,Female,1,0.991682299743069
Romily,11,57,0,Female,1,0.936861165147021
Romimi,1,1,0,Female,1,0.0512932943875506
Romina,16,83,0,Female,1,0.955764690358026
Romir,1,0,3,Male,1,0.438502968244955
Rommel,2,0,7,Male,1,0.645669564933313
Romone,1,0,3,Male,1,0.438502968244955
Romy,16,587,15,Female,0.984842874878369,0.959298519989905
Ron,16,0,93,Male,1,0.960332497388265
Rona,16,120,0,Female,1,0.968980833581296
Ronak,15,0,110,Male,1,0.966256064701836
Ronald,16,0,433,Male,1,0.991206286072149
Ronaldas,1,0,4,Male,1,0.510109163545403
Ronaldinho,1,0,7,Male,1,0.645669564933313
Ronaldo,15,0,191,Male,1,0.980284181590791
Ronan,16,0,3036,Male,1,0.998736296325735
Ronar,1,0,3,Male,1,0.438502968244955
Ronav,3,0,11,Male,1,0.741167033031968
Ronay,1,4,0,Female,1,0.510109163545403
Ronda,1,3,0,Female,1,0.438502968244955
Ronel,3,0,13,Male,1,0.771904627645802
Ronell,2,0,8,Male,1,0.67559243511612
Roneta,1,1,0,Female,1,0.0512932943875506
Ronetta,1,1,0,Female,1,0.0512932943875506
Roney,1,0,1,Male,1,0.0512932943875506
Roni,15,121,114,Female,0.578037187940093,0.451270956611374
Ronia,1,3,0,Female,1,0.438502968244955
Ronie,1,4,0,Female,1,0.510109163545403
Ronik,1,0,4,Male,1,0.510109163545403
Ronika,2,6,0,Female,1,0.609665712097835
Ronin,12,0,93,Male,1,0.960332497388265
Ronique,2,6,0,Female,1,0.609665712097835
Ronit,9,0,53,Male,1,0.932418011423458
Ronja,6,15,0,Female,1,0.796116698964151
Ronn,1,0,3,Male,1,0.438502968244955
Ronnell,1,0,3,Male,1,0.438502968244955
Ronney,1,0,1,Male,1,0.0512932943875506
Ronni,16,175,8,Female,0.977684647872304,0.9161212614482
Ronnie,16,343,3914,Male,0.92722991305609,0.910867452103413
Ronnie-james,1,0,5,Male,1,0.565517535216825
Ronnie-junior,1,0,4,Male,1,0.510109163545403
Ronnie-lee,3,0,13,Male,1,0.771904627645802
Ronnie-leigh,1,3,0,Female,1,0.438502968244955
Ronnie-may,1,3,0,Female,1,0.438502968244955
Ronny,13,12,250,Male,0.973608352793883,0.921662087925927
Ronon,2,0,7,Male,1,0.645669564933313
Rony,1,0,3,Male,1,0.438502968244955
Ronya,5,22,0,Female,1,0.851345125391379
Roohan,1,0,1,Male,1,0.0512932943875506
Roomana,1,3,0,Female,1,0.438502968244955
Rooney,7,0,37,Male,1,0.905942174162798
Roop,4,17,5,Female,0.898769600147515,0.565600468247783
Roopraj,1,1,0,Female,1,0.0512932943875506
Roos,1,5,0,Female,1,0.565517535216825
Roosevelt,1,0,1,Male,1,0.0512932943875506
Ropafadzo,4,15,0,Female,1,0.796116698964151
Roqayah,1,1,0,Female,1,0.0512932943875506
Roque,2,0,6,Male,1,0.609665712097835
Roran,1,0,1,Male,1,0.0512932943875506
Rorey,6,0,21,Male,1,0.845360981075153
Rori,4,1,11,Male,0.995725558801037,0.646120088858883
Rorie,9,0,45,Male,1,0.921348401267112
Rory,16,6,8099,Male,0.999660678535612,0.998385718239915
Rory-james,1,0,3,Male,1,0.438502968244955
Rosa,16,2160,0,Female,1,0.99822470412283
Rosabel,6,25,0,Female,1,0.866807749060952
Rosabella,11,77,0,Female,1,0.952481574717566
Rosabelle,8,40,0,Female,1,0.912378398802713
Rosalee,2,6,0,Female,1,0.609665712097835
Rosaleen,6,20,0,Female,1,0.838874841947181
Rosaleigh,1,1,0,Female,1,0.0512932943875506
Rosalia,11,65,0,Female,1,0.944198468677143
Rosalie,16,402,0,Female,1,0.990534582563702
Rosalie-mae,1,1,0,Female,1,0.0512932943875506
Rosalin,2,7,0,Female,1,0.645669564933313
Rosalina,3,13,0,Female,1,0.771904627645802
Rosalind,16,523,0,Female,1,0.992708510774203
Rosaline,5,21,0,Female,1,0.845360981075153
Rosalyn,16,180,0,Female,1,0.979104502078387
Rosamond,1,3,0,Female,1,0.438502968244955
Rosamund,12,88,0,Female,1,0.958172933335108
Rosana,4,14,0,Female,1,0.784689197262364
Rosanagh,1,1,0,Female,1,0.0512932943875506
Rosanna,16,1023,0,Female,1,0.99625895625104
Rosannah,5,18,0,Female,1,0.824120776353342
Rosanne,6,25,0,Female,1,0.866807749060952
Rosaria,2,9,0,Female,1,0.700854951580456
Rosario,5,4,13,Male,0.904449556779199,0.52738201880435
Rosco,4,0,14,Male,1,0.784689197262364
Roscoe,11,0,99,Male,1,0.962646787932173
Rose,16,7057,0,Female,1,0.999455948863447
Rose-anne,1,3,0,Female,1,0.438502968244955
Rose-marie,13,71,0,Female,1,0.94867204780311
Rosealie,1,3,0,Female,1,0.438502968244955
Roseann,6,23,0,Female,1,0.856883381549573
Roseanna,16,474,0,Female,1,0.991960808862892
Roseannah,1,3,0,Female,1,0.438502968244955
Roseanne,16,192,0,Female,1,0.980384853933246
Roseline,4,12,0,Female,1,0.757505993344759
Rosella,6,26,0,Female,1,0.871271078140785
Roselle,4,14,0,Female,1,0.784689197262364
Roselyn,7,28,0,Female,1,0.879356695234154
Rosemarie,16,216,0,Female,1,0.982526231215436
Rosemariya,1,1,0,Female,1,0.0512932943875506
Rosemary,16,1366,0,Female,1,0.997195690934919
Rosemin,1,3,0,Female,1,0.438502968244955
Rosena,1,3,0,Female,1,0.438502968244955
Rosenwyn,1,3,0,Female,1,0.438502968244955
Rosetta,12,73,0,Female,1,0.950007992044269
Rosey,16,138,0,Female,1,0.972917235534427
Rosh,2,0,6,Male,1,0.609665712097835
Roshaan,8,0,39,Male,1,0.910333146292429
Roshan,16,35,538,Male,0.955755355281343,0.916234673015761
Roshana,4,13,0,Female,1,0.771904627645802
Roshanak,1,3,0,Female,1,0.438502968244955
Roshane,7,0,30,Male,1,0.886486606826031
Roshani,4,14,0,Female,1,0.784689197262364
Roshanne,1,1,0,Female,1,0.0512932943875506
Roshany-zahra,1,1,0,Female,1,0.0512932943875506
Roshaun,8,0,40,Male,1,0.912378398802713
Rosheen,11,52,0,Female,1,0.931207763876138
Roshelle,1,3,0,Female,1,0.438502968244955
Roshen,1,0,3,Male,1,0.438502968244955
Roshik,1,0,1,Male,1,0.0512932943875506
Roshini,5,16,0,Female,1,0.806392319465564
Roshni,16,377,0,Female,1,0.989913233625904
Rosi,1,3,0,Female,1,0.438502968244955
Rosie,16,15066,0,Female,1,0.999745089632748
Rosie-,1,3,0,Female,1,0.438502968244955
Rosie-ann,2,6,0,Female,1,0.609665712097835
Rosie-anne,2,6,0,Female,1,0.609665712097835
Rosie-beth,1,3,0,Female,1,0.438502968244955
Rosie-grace,1,4,0,Female,1,0.510109163545403
Rosie-jane,3,9,0,Female,1,0.700854951580456
Rosie-leigh,3,10,0,Female,1,0.722467200137111
Rosie-mae,13,90,0,Female,1,0.959064374435673
Rosie-mai,5,27,0,Female,1,0.875444970258133
Rosie-marie,2,6,0,Female,1,0.609665712097835
Rosie-may,15,138,0,Female,1,0.972917235534427
Rosieleigh,1,3,0,Female,1,0.438502968244955
Rosin,1,1,0,Female,1,0.0512932943875506
Rosina,16,354,0,Female,1,0.989264914039435
Rosita,9,35,0,Female,1,0.901099007675596
Rosko,1,0,3,Male,1,0.438502968244955
Roslin,1,3,0,Female,1,0.438502968244955
Roslyn,13,63,0,Female,1,0.942528800411148
Roslynn,1,1,0,Female,1,0.0512932943875506
Ross,16,0,8444,Male,1,0.999545273329356
Rossa,7,0,33,Male,1,0.895730002457548
Rossana,1,3,0,Female,1,0.438502968244955
Rossella,1,3,0,Female,1,0.438502968244955
Rossi,10,1,128,Male,0.999602377562887,0.95739655985824
Rosslyn,3,8,0,Female,1,0.67559243511612
Rostam,1,0,3,Male,1,0.438502968244955
Rosy,16,193,0,Female,1,0.980484503398274
Rouben,1,0,1,Male,1,0.0512932943875506
Roumaissa,1,3,0,Female,1,0.438502968244955
Rourke,11,0,54,Male,1,0.933586411909104
Roux,3,1,20,Male,0.997557462172021,0.773306399258774
Rowan,16,1204,4780,Male,0.808761175963735,0.78844902483946
Rowan-may,1,1,0,Female,1,0.0512932943875506
Rowanne,7,38,0,Female,1,0.908190131774416
Rowayda,1,3,0,Female,1,0.438502968244955
Rowda,2,6,0,Female,1,0.609665712097835
Rowen,16,122,84,Female,0.657055745356333,0.524033350256896
Rowena,16,305,0,Female,1,0.987561712616685
Rowenna,4,13,0,Female,1,0.771904627645802
Rowin,1,0,1,Male,1,0.0512932943875506
Rowland,6,0,27,Male,1,0.875444970258133
Rowley,1,0,3,Male,1,0.438502968244955
Roxae,1,1,0,Female,1,0.0512932943875506
Roxana,16,219,0,Female,1,0.982761471581529
Roxane,9,31,0,Female,1,0.889744604539564
Roxann,3,15,0,Female,1,0.796116698964151
Roxanna,16,220,0,Female,1,0.982838483804864
Roxanne,16,1637,0,Female,1,0.997658848269561
Roxi,6,84,0,Female,1,0.95626827158534
Roxi-leigh,1,4,0,Female,1,0.510109163545403
Roxie,11,246,0,Female,1,0.984624414063116
Roxxi,4,16,0,Female,1,0.806392319465564
Roxy,15,866,0,Female,1,0.99558372530794
Roxy-leigh,1,3,0,Female,1,0.438502968244955
Roy,16,0,491,Male,1,0.992236990752858
Roya,13,80,0,Female,1,0.954181870464473
Royce,14,0,62,Male,1,0.941655927898628
Roydon,1,0,3,Male,1,0.438502968244955
Royston,10,0,39,Male,1,0.910333146292429
Roza,10,105,0,Female,1,0.96470592307089
Rozalia,8,47,0,Female,1,0.924442395836004
Rozan,1,3,0,Female,1,0.438502968244955
Rozana,1,3,0,Female,1,0.438502968244955
Roze,1,3,0,Female,1,0.438502968244955
Rozeena,9,35,0,Female,1,0.901099007675596
Rozelin,2,6,0,Female,1,0.609665712097835
Rozerin,11,60,0,Female,1,0.93982814785791
Rozh,1,0,3,Male,1,0.438502968244955
Rozie,1,4,0,Female,1,0.510109163545403
Rozina,9,43,0,Female,1,0.917990196774209
Rozita,1,3,0,Female,1,0.438502968244955
Rozy,1,3,0,Female,1,0.438502968244955
Rozya,1,1,0,Female,1,0.0512932943875506
Rron,3,0,13,Male,1,0.771904627645802
Rua,1,3,0,Female,1,0.438502968244955
Ruadhan,7,1,27,Male,0.998168096629016,0.822878022566467
Ruadhri,2,0,2,Male,1,0.342380227506653
Ruaidhri,11,0,37,Male,1,0.905942174162798
Ruairaidh,1,0,1,Male,1,0.0512932943875506
Ruairi,16,0,1067,Male,1,0.996412672679927
Ruairidh,12,0,134,Male,1,0.972131324976101
Ruan,14,0,139,Male,1,0.973106835701558
Ruaraidh,7,0,39,Male,1,0.910333146292429
Ruari,16,1,290,Male,0.999823734383548,0.980794668419074
Ruaridh,14,0,193,Male,1,0.980484503398273
Ruarie,1,0,1,Male,1,0.0512932943875506
Ruary,2,0,3,Male,1,0.438502968244955
Ruba,6,25,0,Female,1,0.866807749060952
Rubaab,1,3,0,Female,1,0.438502968244955
Rubab,5,18,0,Female,1,0.824120776353342
Rùbaidh,1,1,0,Female,1,0.0512932943875506
Ruban,7,0,39,Male,1,0.910333146292429
Rubbi,1,1,0,Female,1,0.0512932943875506
Rubee,9,56,0,Female,1,0.935806063281237
Rubeena,2,7,0,Female,1,0.645669564933313
Rubeinn,1,0,1,Male,1,0.0512932943875506
Rubel,5,0,18,Male,1,0.824120776353342
Ruben,16,0,2887,Male,1,0.998671162401877
Rubena,2,6,0,Female,1,0.609665712097835
Rubens,7,0,28,Male,1,0.879356695234154
Rubi,13,334,0,Female,1,0.988629403762038
Rubia,1,3,0,Female,1,0.438502968244955
Rubie,16,759,0,Female,1,0.994964276290603
Rubie-leigh,3,10,0,Female,1,0.722467200137111
Rubie-mae,4,18,0,Female,1,0.824120776353342
Rubie-mai,1,3,0,Female,1,0.438502968244955
Rubie-rose,1,3,0,Female,1,0.438502968244955
Rubin,14,0,117,Male,1,0.968210754337267
Rubina,14,99,0,Female,1,0.962646787932173
Rubinder,1,4,0,Female,1,0.510109163545403
Ruby,16,37836,3,Female,0.999973036172317,0.99976690252041
Ruby-,7,30,0,Female,1,0.886486606826031
Ruby-ann,7,77,0,Female,1,0.952481574717566
Ruby-anne,5,39,0,Female,1,0.910333146292429
Ruby-blu,1,3,0,Female,1,0.438502968244955
Ruby-elizabeth,1,1,0,Female,1,0.0512932943875506
Ruby-ellen,1,4,0,Female,1,0.510109163545403
Ruby-emiko,1,1,0,Female,1,0.0512932943875506
Ruby-grace,6,60,0,Female,1,0.93982814785791
Ruby-jade,3,9,0,Female,1,0.700854951580456
Ruby-jai,1,3,0,Female,1,0.438502968244955
Ruby-jane,6,32,0,Female,1,0.892820801744929
Ruby-jayne,3,12,0,Female,1,0.757505993344759
Ruby-jean,8,44,0,Female,1,0.919704396241519
Ruby-jo,6,32,0,Female,1,0.892820801744929
Ruby-june,1,3,0,Female,1,0.438502968244955
Ruby-lea,5,40,0,Female,1,0.912378398802713
Ruby-lee,6,44,0,Female,1,0.919704396241519
Ruby-leigh,6,171,0,Female,1,0.978028902031562
Ruby-lou,6,57,0,Female,1,0.936861165147021
Ruby-louise,7,65,0,Female,1,0.944198468677143
Ruby-mae,13,324,0,Female,1,0.988282571598746
Ruby-mai,8,101,0,Female,1,0.963359353600144
Ruby-marie,6,25,0,Female,1,0.866807749060952
Ruby-may,10,285,0,Female,1,0.986700459011742
Ruby-rae,6,42,0,Female,1,0.916201209134296
Ruby-rose,8,131,0,Female,1,0.971511292934005
Ruby-sue,3,11,0,Female,1,0.741167033031968
Ruby-tuesday,1,3,0,Female,1,0.438502968244955
Ruby-violet,1,3,0,Female,1,0.438502968244955
Rubyann,4,13,0,Female,1,0.771904627645802
Rubyanne,1,3,0,Female,1,0.438502968244955
Rubylee,1,3,0,Female,1,0.438502968244955
Rubyleigh,1,4,0,Female,1,0.510109163545403
Rubymay,1,3,0,Female,1,0.438502968244955
Rubyn,2,0,6,Male,1,0.609665712097835
Rubyray,1,1,0,Female,1,0.0512932943875506
Rubyrose,3,10,0,Female,1,0.722467200137111
Rucha,4,12,0,Female,1,0.757505993344759
Ruchama,1,4,0,Female,1,0.510109163545403
Ruchel,3,9,0,Female,1,0.700854951580456
Ruchi,6,24,0,Female,1,0.86202379532502
Ruchika,1,3,0,Female,1,0.438502968244955
Rudi,16,45,555,Male,0.943477710578554,0.901114843559801
Rudie,7,0,26,Male,1,0.871271078140785
Rudina,1,3,0,Female,1,0.438502968244955
Rudolf,4,0,14,Male,1,0.784689197262364
Rudolph,2,0,7,Male,1,0.645669564933313
Rudra,7,3,114,Male,0.99124194429618,0.92731697648533
Rudraksh,1,0,3,Male,1,0.438502968244955
Rudwan,1,0,3,Male,1,0.438502968244955
Rudy,16,5,718,Male,0.997042544689381,0.983914156868133
Rudyard,3,0,14,Male,1,0.784689197262364
Rueban,3,0,11,Male,1,0.741167033031968
Rueben,16,0,399,Male,1,0.990464092668267
Ruel,4,0,13,Male,1,0.771904627645802
Ruen,1,0,1,Male,1,0.0512932943875506
Rufaidah,1,5,0,Female,1,0.565517535216825
Rufaro,5,29,3,Female,0.967598448701634,0.757818452716121
Rufaydah,1,3,0,Female,1,0.438502968244955
Rufus,16,0,1469,Male,1,0.997391804258572
Rugile,6,41,0,Female,1,0.914332429815568
Ruhaan,3,0,9,Male,1,0.700854951580456
Ruhab,1,3,0,Female,1,0.438502968244955
Ruhal,1,0,3,Male,1,0.438502968244955
Ruhama,2,7,0,Female,1,0.645669564933313
Ruhan,11,0,71,Male,1,0.94867204780311
Ruhani,4,12,0,Female,1,0.757505993344759
Ruhe,1,3,0,Female,1,0.438502968244955
Ruhee,1,3,0,Female,1,0.438502968244955
Ruhel,5,0,26,Male,1,0.871271078140785
Ruhena,3,15,0,Female,1,0.796116698964151
Ruhi,14,80,0,Female,1,0.954181870464473
Ruhina,1,3,0,Female,1,0.438502968244955
Ruhma,1,4,0,Female,1,0.510109163545403
Ruhul,6,0,29,Male,1,0.883030201500259
Rui,15,15,202,Male,0.957665541756601,0.889095754779795
Rui-kuan,1,1,0,Female,1,0.0512932943875506
Ruiraidh,1,0,1,Male,1,0.0512932943875506
Rujina,3,13,0,Female,1,0.771904627645802
Rukaiya,14,57,0,Female,1,0.936861165147021
Rukaiyah,1,4,0,Female,1,0.510109163545403
Rukaya,6,29,0,Female,1,0.883030201500259
Rukayah,2,6,0,Female,1,0.609665712097835
Rukayat,4,15,0,Female,1,0.796116698964151
Rukayya,2,8,0,Female,1,0.67559243511612
Rukayyah,1,3,0,Female,1,0.438502968244955
Ruken,1,3,0,Female,1,0.438502968244955
Rukhsaar,5,27,0,Female,1,0.875444970258133
Rukhsana,3,10,0,Female,1,0.722467200137111
Rukhsar,14,172,0,Female,1,0.978153850369205
Rukia,8,31,0,Female,1,0.889744604539564
Rukiya,13,52,0,Female,1,0.931207763876138
Rukiye,2,6,0,Female,1,0.609665712097835
Ruksaar,1,5,0,Female,1,0.565517535216825
Ruksana,8,62,0,Female,1,0.941655927898628
Ruksar,9,60,0,Female,1,0.93982814785791
Rukshana,4,26,0,Female,1,0.871271078140785
Ruma,4,13,0,Female,1,0.771904627645802
Rumaan,5,3,13,Male,0.934084009285719,0.569911190380259
Rumaana,2,6,0,Female,1,0.609665712097835
Rumaanah,7,41,0,Female,1,0.914332429815568
Rumaisa,15,189,0,Female,1,0.980079704622718
Rumaisah,5,21,0,Female,1,0.845360981075153
Rumaithah,4,11,0,Female,1,0.741167033031968
Ruman,6,6,28,Male,0.916510309546277,0.664862626001573
Rumana,13,109,0,Female,1,0.965957026248675
Rumanah,2,7,0,Female,1,0.645669564933313
Rumaysa,15,293,0,Female,1,0.987058887138085
Rumaysaa,4,15,0,Female,1,0.796116698964151
Rumaysah,12,93,0,Female,1,0.960332497388265
Rumbidzai,6,25,0,Female,1,0.866807749060952
Rumel,1,0,3,Male,1,0.438502968244955
Rumena,4,17,0,Female,1,0.815681864991148
Rumer,6,24,0,Female,1,0.86202379532502
Rumesa,2,4,0,Female,1,0.510109163545403
Rumessa,1,3,0,Female,1,0.438502968244955
Rumeysa,6,26,0,Female,1,0.871271078140785
Rumi,6,9,10,Male,0.726701948388204,0.317078092451132
Rumina,4,15,0,Female,1,0.796116698964151
Rumman,1,0,3,Male,1,0.438502968244955
Rummanah,5,18,0,Female,1,0.824120776353342
Rumsha,1,3,0,Female,1,0.438502968244955
Runa,5,20,0,Female,1,0.838874841947181
Runako,2,3,3,Male,0.812383693517349,0.187616306482651
Rune,5,0,14,Male,1,0.784689197262364
Runo,1,0,1,Male,1,0.0512932943875506
Ruo,3,23,3,Female,0.959967553763894,0.710240967882864
Ruohai,1,0,1,Male,1,0.0512932943875506
Rupa,4,13,0,Female,1,0.771904627645802
Rupali,2,9,0,Female,1,0.700854951580456
Rupen,1,0,3,Male,1,0.438502968244955
Rupert,16,0,1064,Male,1,0.996402594421707
Rupinder,10,51,8,Female,0.929658253274663,0.754603391934627
Ruqaiya,9,44,0,Female,1,0.919704396241519
Ruqaiyah,16,145,0,Female,1,0.974190935434718
Ruqaiyya,1,3,0,Female,1,0.438502968244955
Ruqaiyyah,2,4,0,Female,1,0.510109163545403
Ruqaya,11,95,0,Female,1,0.961135146460527
Ruqayah,11,74,0,Female,1,0.950650220603614
Ruqayya,16,186,0,Female,1,0.979764910970673
Ruqayyah,16,620,0,Female,1,0.993842251478515
Ruqia,2,7,0,Female,1,0.645669564933313
Ruqiya,12,67,0,Female,1,0.945773860608698
Ruqiyah,1,3,0,Female,1,0.438502968244955
Ruqiyyah,1,1,0,Female,1,0.0512932943875506
Ruqqaya,2,6,0,Female,1,0.609665712097835
Ruqqayah,2,7,0,Female,1,0.645669564933313
Ruqqiya,1,1,0,Female,1,0.0512932943875506
Ruri,2,1,1,Female,0.974353352806225,0.0256466471937753
Rusalina,1,1,0,Female,1,0.0512932943875506
Rushan,1,0,3,Male,1,0.438502968244955
Rushane,3,0,12,Male,1,0.757505993344759
Rushaun,2,0,6,Male,1,0.609665712097835
Rushawn,1,0,3,Male,1,0.438502968244955
Rushda,4,15,0,Female,1,0.796116698964151
Rushi,1,0,3,Male,1,0.438502968244955
Rushil,15,0,96,Male,1,0.961524412142324
Rushna,2,6,0,Female,1,0.609665712097835
Ruslan,6,0,29,Male,1,0.883030201500259
Rusne,2,6,0,Female,1,0.609665712097835
Russ,1,0,1,Male,1,0.0512932943875506
Russel,11,0,36,Male,1,0.903581371405536
Russell,16,0,884,Male,1,0.995673260374891
Russell-james,1,0,3,Male,1,0.438502968244955
Rustam,4,0,11,Male,1,0.741167033031968
Rusty,1,0,4,Male,1,0.510109163545403
Ruta,3,11,0,Female,1,0.741167033031968
Rutendo,10,72,0,Female,1,0.949348827403542
Ruth,16,3251,0,Female,1,0.998819770833911
Ruthie,5,19,0,Female,1,0.831820775947384
Ruthven,1,0,1,Male,1,0.0512932943875506
Rutvi,1,4,0,Female,1,0.510109163545403
Rutvik,1,0,3,Male,1,0.438502968244955
Ruudi,1,0,1,Male,1,0.0512932943875506
Ruvarashe,9,74,0,Female,1,0.950650220603614
Ruven,1,0,1,Male,1,0.0512932943875506
Ruvimbo,7,40,0,Female,1,0.912378398802713
Ruwa,1,1,0,Female,1,0.0512932943875506
Ruwaida,9,49,0,Female,1,0.927302180779504
Ruwaidah,1,5,0,Female,1,0.565517535216825
Ruwayda,11,112,0,Female,1,0.966838652933056
Ruwaydah,5,19,0,Female,1,0.831820775947384
Ruweyda,11,78,0,Female,1,0.953062190287806
Ruya,8,66,0,Female,1,0.944997442986459
Ruzena,1,3,0,Female,1,0.438502968244955
Ruzgar,3,0,18,Male,1,0.824120776353342
Ruzina,3,12,0,Female,1,0.757505993344759
Rwasy,1,1,0,Female,1,0.0512932943875506
