Name,Year,F,M
Lorelle,2002,8,0
Lorelle,2003,3,0
Lorelle,2004,5,0
Lorelle,2005,3,0
Lorelle,2007,5,0
Lorelle,2008,6,0
Lorelle,2009,5,0
Lorelle,2012,5,0
Loren,1996,102,3
Loren,1997,90,0
Loren,1998,74,0
Loren,1999,70,5
Loren,2000,81,0
Loren,2001,80,0
Loren,2002,58,0
Loren,2003,51,0
Loren,2004,36,0
Loren,2005,24,0
Loren,2006,22,0
Loren,2007,25,0
Loren,2008,17,0
Loren,2009,12,0
Loren,2010,18,0
Loren,2011,14,0
Loren,2012,6,0
Lorena,1996,3,0
Lorena,1997,6,0
Lorena,1998,9,0
Lorena,1999,10,0
Lorena,2000,15,0
Lorena,2001,11,0
Lorena,2002,10,0
Lorena,2003,17,0
Lorena,2004,11,0
Lorena,2005,15,0
Lorena,2006,20,0
Lorena,2007,16,0
Lorena,2008,17,0
Lorena,2009,29,0
Lorena,2010,33,0
Lorena,2011,32,0
Lorena,2012,32,0
Lorence,2009,0,1
Lorenna,2009,3,0
Lorenna,2010,5,0
Lorenna,2011,3,0
Lorenna,2012,3,0
Lorent,2001,0,3
Lorenz,1996,0,3
Lorenz,1997,0,3
Lorenz,2001,0,4
Lorenz,2003,0,3
Lorenz,2007,0,4
Lorenz,2008,0,4
Lorenz,2009,0,6
Lorenz,2010,0,1
Lorenz,2011,0,3
Lorenz,2012,0,6
Lorenza,1998,3,0
Lorenza,2001,7,0
Lorenza,2003,4,0
Lorenza,2004,3,0
Lorenza,2006,4,0
Lorenza,2007,5,0
Lorenza,2008,4,0
Lorenza,2009,8,0
Lorenza,2010,6,0
Lorenza,2011,3,0
Lorenzo,1996,0,36
Lorenzo,1997,0,40
Lorenzo,1998,0,28
Lorenzo,1999,0,31
Lorenzo,2000,0,35
Lorenzo,2001,0,34
Lorenzo,2002,0,39
Lorenzo,2003,0,33
Lorenzo,2004,0,67
Lorenzo,2005,0,58
Lorenzo,2006,0,52
Lorenzo,2007,0,87
Lorenzo,2008,0,75
Lorenzo,2009,0,129
Lorenzo,2010,0,122
Lorenzo,2011,0,108
Lorenzo,2012,0,143
Loreta,2002,5,0
Loreta,2006,3,0
Loreta,2007,3,0
Loreta,2010,4,0
Loreta,2011,3,0
Loreta,2012,1,0
Loretta,1996,15,0
Loretta,1997,22,0
Loretta,1998,21,0
Loretta,1999,17,0
Loretta,2000,6,0
Loretta,2001,15,0
Loretta,2002,9,0
Loretta,2003,10,0
Loretta,2004,11,0
Loretta,2005,5,0
Loretta,2006,7,0
Loretta,2007,6,0
Loretta,2008,19,0
Loretta,2009,12,0
Loretta,2010,20,0
Loretta,2011,7,0
Loretta,2012,11,0
Lori,1996,37,0
Lori,1997,23,0
Lori,1998,29,0
Lori,1999,24,0
Lori,2000,31,0
Lori,2001,14,0
Lori,2002,13,0
Lori,2003,19,0
Lori,2004,15,0
Lori,2005,15,0
Lori,2006,16,0
Lori,2007,15,0
Lori,2008,10,0
Lori,2009,26,0
Lori,2010,24,0
Lori,2011,27,0
Lori,2012,26,0
Loriana,2010,1,0
Loriana,2011,3,0
Lorianne,1998,3,0
Lorien,1996,6,0
Lorien,1997,3,0
Lorien,1999,5,0
Lorien,2001,4,0
Lorien,2002,7,0
Lorien,2003,4,0
Lorien,2005,3,0
Lorien,2006,5,0
Lorien,2007,4,0
Lorien,2008,3,0
Lorien,2009,4,0
Lorien,2010,4,0
Lorien,2011,4,0
Lorik,2001,0,3
Lorik,2002,0,3
Lorik,2003,0,3
Lorik,2004,0,4
Lorik,2005,0,3
Lorik,2006,0,3
Lorik,2007,0,5
Lorik,2008,0,4
Lorik,2009,0,3
Lorik,2010,0,5
Lorik,2011,0,6
Lorimer,1998,0,3
Lorimer,2002,0,3
Lorimer,2003,0,4
Lorimer,2009,0,1
Lorin,2002,3,0
Lorin,2003,3,0
Lorin,2004,3,0
Lorin,2005,4,0
Lorin,2006,6,0
Lorin,2007,3,0
Lorin,2008,6,0
Lorin,2009,14,0
Lorin,2010,7,0
Lorin,2011,9,0
Lorin,2012,11,0
Lorina,2003,3,0
Lorina,2011,3,0
Lorine,2004,3,0
Loris,2001,0,3
Loris,2002,0,4
Loris,2003,4,3
Loris,2004,0,4
Loris,2006,0,7
Loris,2007,0,5
Loris,2008,0,13
Loris,2009,0,4
Loris,2010,0,5
Loris,2011,4,7
Loris,2012,0,1
Lorissa,2003,3,0
Lorna,1996,274,0
Lorna,1997,228,0
Lorna,1998,204,0
Lorna,1999,191,0
Lorna,2000,142,0
Lorna,2001,151,0
Lorna,2002,114,0
Lorna,2003,91,0
Lorna,2004,78,0
Lorna,2005,81,0
Lorna,2006,69,0
Lorna,2007,49,0
Lorna,2008,48,0
Lorna,2009,44,0
Lorna,2010,40,0
Lorna,2011,36,0
Lorna,2012,46,0
Lorna-jean,1996,3,0
Lorna-louise,2012,1,0
Lorne,1996,0,3
Lorne,1997,0,6
Lorne,1998,0,4
Lorne,1999,0,3
Lorne,2000,0,3
Lorne,2001,0,6
Lorne,2003,0,3
Lorne,2004,0,3
Lorne,2006,0,6
Lorne,2009,0,1
Lorne,2012,0,1
Lorns,2009,0,1
Lorraine,1996,36,0
Lorraine,1997,20,0
Lorraine,1998,27,0
Lorraine,1999,19,0
Lorraine,2000,16,0
Lorraine,2001,16,0
Lorraine,2002,15,0
Lorraine,2003,18,0
Lorraine,2004,17,0
Lorraine,2005,8,0
Lorraine,2006,11,0
Lorraine,2007,13,0
Lorraine,2008,8,0
Lorraine,2009,9,0
Lorraine,2010,13,0
Lorraine,2011,10,0
Lorraine,2012,9,0
Lorrelle,2004,3,0
Lorren,1996,9,0
Lorren,1997,8,0
Lorren,1998,7,0
Lorren,1999,6,0
Lorren,2000,9,0
Lorren,2001,3,0
Lorren,2002,6,0
Lorrena,2009,3,0
Lorretta,1996,3,0
Lorretta,1997,4,0
Lorretta,2004,3,0
Lorretta,2006,3,0
Lorretta,2010,3,0
Lorri,2011,1,0
Lorri-anne,2010,1,0
Lorriann,2009,1,0
Lorrie,1999,3,0
Loryn,1998,4,0
Loryn,1999,4,0
Loryn,2002,3,0
Loryn,2011,1,0
Losana,2012,1,0
Lotanna,2009,0,4
Lotanna,2010,0,3
Lotanna,2011,4,0
Lotanna,2012,5,3
Lotfi,2002,0,4
Lotfi,2010,0,1
Loti,2006,3,0
Loti,2011,3,0
Loti,2012,5,0
Lotta,2004,3,0
Lotta,2007,6,0
Lotta,2008,6,0
Lotta,2009,7,0
Lotta,2010,10,0
Lotta,2011,12,0
Lotta,2012,10,0
Lotte,1996,6,0
Lotte,1997,4,0
Lotte,1998,4,0
Lotte,1999,8,0
Lotte,2000,7,0
Lotte,2001,9,0
Lotte,2002,3,0
Lotte,2003,14,0
Lotte,2004,10,0
Lotte,2005,6,0
Lotte,2006,8,0
Lotte,2007,14,0
Lotte,2008,13,0
Lotte,2009,12,0
Lotte,2010,16,0
Lotte,2011,15,0
Lotte,2012,18,0
Lotti,1999,4,0
Lotti,2000,6,0
Lotti,2001,3,0
Lotti,2003,6,0
Lotti,2004,8,0
Lotti,2005,9,0
Lotti,2006,7,0
Lotti,2007,7,0
Lotti,2008,7,0
Lotti,2009,12,0
Lotti,2010,21,0
Lotti,2011,19,0
Lotti,2012,20,0
Lottie,1996,34,0
Lottie,1997,50,0
Lottie,1998,47,0
Lottie,1999,50,0
Lottie,2000,53,0
Lottie,2001,71,0
Lottie,2002,99,0
Lottie,2003,150,0
Lottie,2004,185,0
Lottie,2005,221,0
Lottie,2006,196,0
Lottie,2007,220,0
Lottie,2008,261,0
Lottie,2009,313,0
Lottie,2010,388,0
Lottie,2011,426,0
Lottie,2012,528,0
Lottie-alexandra,2011,1,0
Lottie-belle,2011,3,0
Lottie-mae,2005,3,0
Lottie-mae,2010,5,0
Lottie-mae,2011,3,0
Lottie-mae,2012,8,0
Lottie-mai,2012,4,0
Lottie-may,2010,4,0
Lottie-may,2011,5,0
Lottie-may,2012,5,0
Lottie-rae,2012,4,0
Lottie-rose,2010,3,0
Lottie-rose,2011,7,0
Lottie-rose,2012,9,0
Lotty,1996,3,0
Lotty,1999,4,0
Lotty,2002,4,0
Lotty,2003,4,0
Lotty,2004,5,0
Lotty,2005,5,0
Lotty,2008,5,0
Lotty,2009,7,0
Lotty,2010,9,0
Lotty,2011,7,0
Lotty,2012,15,0
Lotus,1999,3,0
Lotus,2008,8,0
Lotus,2009,6,0
Lotus,2010,3,0
Lotus,2011,3,0
Lotus,2012,5,0
Lou,1999,0,3
Lou,2002,3,0
Lou,2003,6,0
Lou,2009,3,0
Lou,2010,5,0
Lou-anna,2003,3,0
Lou-lou,1999,3,0
Louane,2011,1,0
Louanna,2003,5,0
Louanna,2006,3,0
Louanna,2008,5,0
Louanna,2009,6,0
Louanna,2010,5,0
Louanna,2011,3,0
Louanna,2012,6,0
Louanne,1996,5,0
Louanne,1997,3,0
Louanne,1998,3,0
Louanne,2000,3,0
Louanne,2003,3,0
Louanne,2005,3,0
Louay,2009,0,4
Louay,2011,0,4
Louca,2003,0,3
Louca,2007,0,4
Louca,2009,0,3
Louca,2011,0,3
Louca,2012,0,3
Loucas,1997,0,3
Loucas,2003,0,3
Loucas,2007,0,3
Loucas,2009,0,5
Louden,2009,0,1
Louden,2010,0,1
Loudon,2009,0,1
Loudon,2010,0,1
Louee,1998,0,3
Louella,1996,4,0
Louella,1997,3,0
Louella,1999,5,0
Louella,2001,7,0
Louella,2003,4,0
Louella,2004,4,0
Louella,2005,9,0
Louella,2007,5,0
Louella,2008,5,0
Louella,2009,5,0
Louella,2010,3,0
Louella,2011,6,0
Louella,2012,5,0
Louey,1997,0,4
Louey,2004,0,3
Louey,2006,0,6
Louey,2007,0,5
Louey,2009,0,4
Lough,2010,0,1
Loughlan,2009,0,1
Loughlin,2007,0,3
Loughlin,2009,0,1
Loui,1996,0,7
Loui,1997,0,8
Loui,1998,0,18
Loui,1999,0,13
Loui,2000,0,14
Loui,2001,0,19
Loui,2002,0,24
Loui,2003,0,29
Loui,2004,0,48
Loui,2005,0,50
Loui,2006,0,31
Loui,2007,0,32
Loui,2008,0,50
Loui,2009,0,31
Loui,2010,0,35
Loui,2011,0,29
Loui,2012,0,23
Louie,1996,0,112
Louie,1997,0,161
Louie,1998,0,230
Louie,1999,3,240
Louie,2000,0,268
Louie,2001,0,342
Louie,2002,0,418
Louie,2003,0,470
Louie,2004,0,637
Louie,2005,4,537
Louie,2006,3,583
Louie,2007,0,671
Louie,2008,0,729
Louie,2009,0,789
Louie,2010,3,945
Louie,2011,0,936
Louie,2012,0,869
Louie-george,2010,0,3
Louie-james,2012,0,4
Louie-jay,2009,0,3
Louie-jay,2011,0,6
Louie-john,2012,0,3
Louis,1996,0,1100
Louis,1997,0,1341
Louis,1998,0,1449
Louis,1999,0,1411
Louis,2000,0,1536
Louis,2001,0,1891
Louis,2002,0,1742
Louis,2003,0,1724
Louis,2004,0,2009
Louis,2005,0,1630
Louis,2006,0,1372
Louis,2007,0,1366
Louis,2008,0,1219
Louis,2009,0,1138
Louis,2010,0,1027
Louis,2011,0,1028
Louis,2012,0,879
Louisa,1996,235,0
Louisa,1997,233,0
Louisa,1998,248,0
Louisa,1999,197,0
Louisa,2000,221,0
Louisa,2001,186,0
Louisa,2002,218,0
Louisa,2003,210,0
Louisa,2004,243,0
Louisa,2005,216,0
Louisa,2006,214,0
Louisa,2007,275,0
Louisa,2008,213,0
Louisa,2009,213,0
Louisa,2010,226,0
Louisa,2011,168,0
Louisa,2012,202,0
Louisa-mae,2010,4,0
Louisa-mai,2012,1,0
Louisa-may,2008,5,0
Louise,1996,1309,0
Louise,1997,1355,0
Louise,1998,1152,0
Louise,1999,835,0
Louise,2000,688,0
Louise,2001,684,0
Louise,2002,963,0
Louise,2003,788,0
Louise,2004,704,0
Louise,2005,477,0
Louise,2006,404,0
Louise,2007,392,0
Louise,2008,294,0
Louise,2009,306,0
Louise,2010,289,0
Louise,2011,215,0
Louise,2012,202,0
Louiseann,2009,1,0
Louisha,1997,4,0
Louisha,1998,3,0
Louisha,1999,4,0
Louisha,2000,6,0
Louisha,2001,3,0
Louisha,2003,6,0
Louisha,2004,9,0
Louisiana,2007,4,0
Louix,1999,0,4
Louix,2001,0,5
Louix,2002,0,7
Louix,2003,0,10
Louix,2004,0,8
Louix,2005,0,6
Louix,2007,0,5
Louix,2008,0,3
Louix,2009,0,5
Louix,2010,0,8
Louix,2011,0,4
Louix,2012,0,4
Louiza,1997,3,0
Louiza,1999,4,0
Louiza,2000,6,0
Louiza,2002,3,0
Louiza,2003,5,0
Louiza,2004,5,0
Louiza,2005,6,0
Louiza,2006,3,0
Louiza,2007,5,0
Louiza,2009,5,0
Louiza,2010,1,0
Louiza,2011,4,0
Louiza,2012,4,0
Loujain,2010,4,0
Louka,2008,0,5
Louka,2010,0,5
Louka,2012,0,4
Loukas,1996,0,3
Loukas,1997,0,3
Loukas,1999,0,3
Loukas,2000,0,5
Loukas,2001,0,6
Loukas,2003,0,5
Loukas,2005,0,5
Loukas,2006,0,4
Loukas,2007,0,8
Loukas,2009,0,3
Loukas,2010,0,5
Loukas,2011,0,9
Loukas,2012,0,4
Loukia,2004,3,0
Loukman,2009,0,1
Loula,2009,6,0
Loula,2010,3,0
Loule,2010,1,0
Loulou,1997,4,0
Loulou,2002,3,0
Loulou,2004,5,0
Loulou,2005,4,0
Loulou,2006,5,0
Loulou,2009,3,0
Lourdes,1999,3,0
Lourdes,2000,12,0
Lourdes,2001,8,0
Lourdes,2002,13,0
Lourdes,2003,7,0
Lourdes,2004,8,0
Lourdes,2005,5,0
Lourdes,2006,8,0
Lourdes,2007,12,0
Lourdes,2008,8,0
Lourdes,2009,6,0
Lourdes,2010,7,0
Lourdes,2011,14,0
Lourdes,2012,12,0
Lourenco,2000,0,3
Lourenco,2011,0,5
Lourenco,2012,0,4
Lourens,2008,0,3
Lousha,2012,3,0
Love,1999,3,0
Love,2003,4,0
Love,2005,5,0
Love,2006,5,0
Love,2007,4,0
Love,2010,3,0
Love,2011,5,0
Love,2012,4,0
Loveday,1996,3,0
Loveday,1999,3,0
Loveday,2000,3,0
Loveday,2001,10,0
Loveday,2002,6,0
Loveday,2003,9,0
Loveday,2005,7,0
Loveday,2008,5,0
Loveday,2011,3,0
Loveday,2012,3,0
Loveey,2010,1,0
Lovejoy,2010,0,1
Loveleen,2006,4,0
Loveleen,2009,3,0
Loveleen,2010,3,0
Loveleen,2011,5,0
Loveleen,2012,4,0
Lovell,2000,0,3
Lovell,2006,0,6
Lovell,2008,3,0
Lovell,2010,0,3
Lovell,2011,0,3
Lovell,2012,0,4
Lovely,2006,4,0
Lovepreet,2009,0,1
Lovina,2008,3,0
Lovisa,2011,4,0
Lowan,2005,3,0
Lowan,2006,4,0
Lowan,2007,0,3
Lowan,2008,0,8
Lowan,2010,0,10
Lowan,2011,0,4
Lowe,2011,3,0
Lowell,1996,0,5
Lowell,1998,0,6
Lowell,2003,0,3
Lowell,2006,0,6
Lowell,2008,0,4
Lowell,2009,0,3
Lowell,2010,0,4
Lowen,2004,0,4
Lowen,2006,3,0
Lowen,2007,4,5
Lowen,2008,3,6
Lowen,2009,3,8
Lowen,2010,0,5
Lowen,2011,6,8
Lowen,2012,6,11
Lowena,1996,6,0
Lowena,2001,3,0
Lowena,2003,7,0
Lowena,2004,3,0
Lowena,2005,3,0
Lowena,2008,7,0
Lowena,2009,3,0
Lowena,2012,4,0
Lowenna,1996,5,0
Lowenna,1997,9,0
Lowenna,1998,11,0
Lowenna,1999,10,0
Lowenna,2000,6,0
Lowenna,2001,13,0
Lowenna,2002,7,0
Lowenna,2003,15,0
Lowenna,2004,8,0
Lowenna,2005,11,0
Lowenna,2006,9,0
Lowenna,2007,13,0
Lowenna,2008,9,0
Lowenna,2009,10,0
Lowenna,2010,22,0
Lowenna,2011,17,0
Lowenna,2012,19,0
Lowis,2004,3,0
Lowri,1996,91,0
Lowri,1997,120,0
Lowri,1998,121,0
Lowri,1999,120,0
Lowri,2000,115,0
Lowri,2001,129,0
Lowri,2002,112,0
Lowri,2003,108,0
Lowri,2004,105,0
Lowri,2005,79,0
Lowri,2006,83,0
Lowri,2007,100,0
Lowri,2008,75,0
Lowri,2009,65,0
Lowri,2010,79,0
Lowri,2011,82,0
Lowri,2012,69,0
Lowrie,1996,4,0
Lowrie,1997,5,0
Lowrie,1998,5,0
Lowrie,2000,3,0
Lowrie,2001,3,0
Lowrie,2002,3,0
Lowrie,2003,3,0
Lowrie,2011,2,0
Lowrie,2012,0,4
Lowry,2012,0,1
Loxley,2006,0,4
Loxley,2012,0,3
Loyd,1997,0,4
Loyd,2001,0,3
Loyd,2003,0,3
Loyd,2004,0,4
Loyd,2005,0,4
Loyd,2008,0,3
Loza,2008,3,0
Loza,2010,5,0
Loza,2011,6,0
Lozan,2012,1,0
Lu'ay,2011,0,4
Lua,2007,3,0
Lua,2008,3,0
Lua,2009,8,0
Lua,2010,2,0
Lua,2011,4,0
Lua,2012,3,0
Luan,1996,0,3
Luan,1998,4,4
Luan,1999,0,3
Luan,2000,0,5
Luan,2001,0,3
Luan,2002,0,6
Luan,2003,0,5
Luan,2004,0,3
Luan,2005,0,14
Luan,2006,0,7
Luan,2007,0,7
Luan,2008,0,11
Luan,2009,0,9
Luan,2010,0,16
Luan,2011,0,13
Luan,2012,0,6
Luana,1996,3,0
Luana,1997,3,0
Luana,1998,4,0
Luana,2000,5,0
Luana,2001,5,0
Luana,2002,3,0
Luana,2003,8,0
Luana,2004,20,0
Luana,2005,23,0
Luana,2006,24,0
Luana,2007,25,0
Luana,2008,18,0
Luana,2009,19,0
Luana,2010,28,0
Luana,2011,17,0
Luana,2012,21,0
Luanna,1998,3,0
Luanna,2002,3,0
Luanna,2003,3,0
Luanna,2004,3,0
Luanna,2005,4,0
Luanna,2008,3,0
Luanna,2009,3,0
Luanna,2012,3,0
Luanne,1997,3,0
Luanne,2003,4,0
Luay,2003,0,5
Luay,2006,0,4
Luay,2007,0,3
Luay,2009,0,4
Luay,2011,0,6
Luay,2012,0,5
Lubaabah,2005,3,0
Lubaba,1997,4,0
Lubaba,2011,3,0
Lubabah,2003,3,0
Lubabah,2007,4,0
Lubabah,2008,3,0
Lubaina,2012,1,0
Lubega,2011,0,1
Lubelihle,2011,6,0
Lubna,1996,22,0
Lubna,1997,16,0
Lubna,1998,7,0
Lubna,1999,11,0
Lubna,2000,15,0
Lubna,2001,9,0
Lubna,2002,16,0
Lubna,2003,13,0
Lubna,2004,13,0
Lubna,2005,6,0
Lubna,2006,6,0
Lubna,2007,15,0
Lubna,2008,7,0
Lubna,2009,8,0
Lubna,2010,11,0
Lubna,2011,8,0
Lubna,2012,4,0
Lubnaa,1998,5,0
Lubnaa,1999,3,0
Lubomir,2012,0,4
Lubos,2010,0,3
Luc,1996,0,44
Luc,1997,0,48
Luc,1998,0,57
Luc,1999,0,58
Luc,2000,0,71
Luc,2001,0,71
Luc,2002,0,75
Luc,2003,0,65
Luc,2004,0,61
Luc,2005,0,72
Luc,2006,0,54
Luc,2007,0,41
Luc,2008,0,40
Luc,2009,0,34
Luc,2010,0,29
Luc,2011,0,38
Luc,2012,0,30
Luc-anthony,2012,0,1
Luca,1996,3,83
Luca,1997,4,107
Luca,1998,6,152
Luca,1999,8,191
Luca,2000,9,275
Luca,2001,8,381
Luca,2002,11,479
Luca,2003,12,543
Luca,2004,8,592
Luca,2005,9,796
Luca,2006,9,848
Luca,2007,10,1014
Luca,2008,8,991
Luca,2009,13,999
Luca,2010,8,1047
Luca,2011,8,1073
Luca,2012,8,1212
Luca-james,2011,0,6
Luca-james,2012,0,4
Luca-jay,2012,0,3
Luca-scott,2011,0,1
Lucah,2008,0,3
Lucah,2009,1,0
Lucah,2011,0,3
Lucais,2002,0,3
Lucais,2010,0,1
Lucan,2000,0,5
Lucan,2001,0,3
Lucan,2002,0,3
Lucan,2003,0,3
Lucan,2006,0,3
Lucan,2007,0,6
Lucan,2008,0,6
Lucan,2009,0,12
Lucan,2010,0,10
Lucan,2011,0,11
Lucan,2012,0,10
Lucas,1996,0,202
Lucas,1997,0,370
Lucas,1998,0,297
Lucas,1999,0,503
Lucas,2000,0,620
Lucas,2001,0,741
Lucas,2002,0,803
Lucas,2003,0,850
Lucas,2004,0,883
Lucas,2005,0,1140
Lucas,2006,0,1517
Lucas,2007,0,1818
Lucas,2008,0,2166
Lucas,2009,0,3686
Lucas,2010,0,3413
Lucas,2011,0,3121
Lucas,2012,0,3223
Lucas-jack,2009,0,3
Lucas-jack,2010,0,1
Lucas-james,2008,0,3
Lucas-james,2009,0,11
Lucas-james,2010,0,18
Lucas-james,2011,0,12
Lucas-james,2012,0,19
Lucas-jay,2009,0,3
Lucas-jay,2011,0,1
Lucas-jay,2012,0,7
Lucas-john,2011,0,4
Lucas-lee,2008,0,3
Lucas-lee,2010,0,3
Lucas-lee,2012,0,3
Lucas-scott,2010,0,4
Lucas-shaun,2012,0,1
Lucca,1996,4,0
Lucca,1997,0,5
Lucca,1998,0,5
Lucca,1999,0,8
Lucca,2000,0,4
Lucca,2001,0,7
Lucca,2002,0,13
Lucca,2003,0,20
Lucca,2004,4,18
Lucca,2005,3,31
Lucca,2006,0,40
Lucca,2007,0,32
Lucca,2008,0,41
Lucca,2009,0,48
Lucca,2010,0,58
Lucca,2011,0,48
Lucca,2012,0,49
Luccas,2009,0,3
Luccia,2004,3,0
Luccia,2006,3,0
Luccia,2009,3,0
Luccia,2010,3,0
Luce,2011,1,0
Lucea,2009,1,0
Lucea,2011,3,0
Lucee,1998,3,0
Lucee,2011,1,0
Lucey,2006,3,0
Lucey,2010,1,0
Lucey,2012,1,0
Luchia,1996,4,0
Luchia,1997,3,0
Luchia,1999,6,0
Luchia,2000,3,0
Luchia,2001,4,0
Luchia,2002,3,0
Luchia,2003,10,0
Luchia,2004,7,0
Luchia,2005,10,0
Luchia,2006,7,0
Luchia,2007,7,0
Luchia,2008,9,0
Luchia,2009,7,0
Luchia,2010,11,0
Luchia,2011,7,0
Luchia,2012,13,0
Luci,1996,14,0
Luci,1997,22,0
Luci,1998,24,0
Luci,1999,13,0
Luci,2000,14,0
Luci,2001,22,0
Luci,2002,16,0
Luci,2003,30,0
Luci,2004,30,0
Luci,2005,22,0
Luci,2006,30,0
Luci,2007,32,0
Luci,2008,17,0
Luci,2009,15,0
Luci,2010,26,0
Luci,2011,17,0
Luci,2012,17,0
Luci-jane,2011,1,0
Luci-jane,2012,1,0
Luci-jo,2006,3,0
Lucia,1996,98,0
Lucia,1997,120,0
Lucia,1998,105,0
Lucia,1999,103,0
Lucia,2000,158,0
Lucia,2001,131,0
Lucia,2002,158,0
Lucia,2003,182,0
Lucia,2004,223,0
Lucia,2005,199,0
Lucia,2006,285,0
Lucia,2007,276,0
Lucia,2008,243,0
Lucia,2009,293,0
Lucia,2010,346,0
Lucia,2011,338,0
Lucia,2012,334,0
Lucia-amber,2010,1,0
Lucia-noelia,2009,1,0
Luciafrances,2012,1,0
Lucian,1996,0,4
Lucian,1997,0,5
Lucian,1998,0,8
Lucian,1999,0,7
Lucian,2000,0,8
Lucian,2001,0,16
Lucian,2002,0,18
Lucian,2003,0,18
Lucian,2004,0,20
Lucian,2005,0,26
Lucian,2006,0,38
Lucian,2007,0,49
Lucian,2008,0,40
Lucian,2009,0,64
Lucian,2010,0,60
Lucian,2011,0,81
Lucian,2012,0,104
Luciana,1996,3,0
Luciana,1997,8,0
Luciana,1998,10,0
Luciana,1999,10,0
Luciana,2000,10,0
Luciana,2001,14,0
Luciana,2002,7,0
Luciana,2003,13,0
Luciana,2004,13,0
Luciana,2005,18,0
Luciana,2006,19,0
Luciana,2007,17,0
Luciana,2008,23,0
Luciana,2009,26,0
Luciana,2010,26,0
Luciana,2011,25,0
Luciana,2012,32,0
Lucianna,1996,5,0
Lucianna,1997,5,0
Lucianna,1998,5,0
Lucianna,1999,10,0
Lucianna,2000,3,0
Lucianna,2002,5,0
Lucianna,2003,4,0
Lucianna,2004,4,0
Lucianna,2005,4,0
Lucianna,2006,4,0
Lucianna,2007,6,0
Lucianna,2008,3,0
Lucianna,2009,6,0
Lucianna,2010,5,0
Lucianna,2011,3,0
Lucianna,2012,10,0
Luciannah,2011,1,0
Lucianne,1996,3,0
Lucianne,1998,5,0
Lucianne,2000,5,0
Lucianne,2001,4,0
Lucianne,2004,4,0
Luciano,1996,0,15
Luciano,1997,0,18
Luciano,1998,0,10
Luciano,1999,0,8
Luciano,2000,0,9
Luciano,2001,0,14
Luciano,2002,0,7
Luciano,2003,0,8
Luciano,2004,0,11
Luciano,2005,0,14
Luciano,2006,0,11
Luciano,2007,0,14
Luciano,2008,0,11
Luciano,2009,0,9
Luciano,2010,0,19
Luciano,2011,0,18
Luciano,2012,0,17
Lucias,2009,0,1
Lucie,1996,136,0
Lucie,1997,158,0
Lucie,1998,188,0
Lucie,1999,185,0
Lucie,2000,246,0
Lucie,2001,338,0
Lucie,2002,208,0
Lucie,2003,241,0
Lucie,2004,235,0
Lucie,2005,355,0
Lucie,2006,334,0
Lucie,2007,290,0
Lucie,2008,274,0
Lucie,2009,391,0
Lucie,2010,587,0
Lucie,2011,388,0
Lucie,2012,296,0
Lucie-ann,2012,1,0
Lucie-anne,2010,3,0
Lucie-eve,2011,1,0
Lucie-jane,2012,1,0
Lucie-jem,2010,1,0
Lucie-jo,2005,5,0
Lucie-jo,2009,6,0
Lucie-jo,2010,3,0
Lucie-lou,2010,3,0
Lucie-lou,2011,1,0
Lucie-luise,2009,1,0
Lucie-mae,2002,3,0
Lucie-mae,2009,4,0
Lucie-mae,2010,6,0
Lucie-mae,2011,6,0
Lucie-mai,2010,3,0
Lucie-mai,2012,1,0
Lucie-may,2008,3,0
Lucie-may,2010,7,0
Lucie-may,2012,3,0
Lucie-rose,2010,3,0
Lucien,1996,0,16
Lucien,1997,0,17
Lucien,1998,0,10
Lucien,1999,0,6
Lucien,2000,0,7
Lucien,2001,0,16
Lucien,2002,0,11
Lucien,2003,0,18
Lucien,2004,0,14
Lucien,2005,0,29
Lucien,2006,0,18
Lucien,2007,0,28
Lucien,2008,0,14
Lucien,2009,0,29
Lucien,2010,0,34
Lucien,2011,0,31
Lucien,2012,0,54
Lucienna,2006,3,0
Lucienna,2012,1,0
Lucienne,1996,3,0
Lucienne,1997,4,0
Lucienne,1998,3,0
Lucienne,2001,6,0
Lucienne,2002,5,0
Lucienne,2003,4,0
Lucienne,2004,5,0
Lucienne,2005,3,0
Lucienne,2008,3,0
Lucienne,2009,2,0
Lucienne,2010,3,0
Lucienne,2011,8,0
Lucienne,2012,4,0
Lucii-jai,2010,1,0
Lucija,2007,3,0
Lucila,2011,1,0
Lucile,2000,4,0
Lucile,2004,3,0
Lucile,2005,3,0
Lucile,2007,3,0
Lucile,2009,3,0
Lucile,2011,4,0
Lucile,2012,6,0
Lucilla,2011,3,0
Lucille,1996,12,0
Lucille,1997,18,0
Lucille,1998,14,0
Lucille,1999,13,0
Lucille,2000,5,0
Lucille,2001,7,0
Lucille,2002,13,0
Lucille,2003,10,0
Lucille,2004,15,0
Lucille,2005,7,0
Lucille,2006,13,0
Lucille,2007,22,0
Lucille,2008,14,0
Lucille,2009,17,0
Lucille,2010,16,0
Lucille,2011,28,0
Lucille,2012,22,0
Lucina,1998,3,0
Lucinda,1996,132,0
Lucinda,1997,139,0
Lucinda,1998,116,0
Lucinda,1999,96,0
Lucinda,2000,78,0
Lucinda,2001,66,0
Lucinda,2002,54,0
Lucinda,2003,52,0
Lucinda,2004,33,0
Lucinda,2005,60,0
Lucinda,2006,55,0
Lucinda,2007,52,0
Lucinda,2008,52,0
Lucinda,2009,47,0
Lucinda,2010,53,0
Lucinda,2011,44,0
